"year","adm1","adm1_code","adm2","adm2_code","adm3","adm3_code","type","class1","class2","unit","value"
2020,"Seoul",11,"Jung-gu",11020,"Yaksu-dong",11020710,"mortality","All causes","male","per 100k population",54
2020,"Seoul",11,"Jung-gu",11020,"Yaksu-dong",11020710,"mortality","All causes","female","per 100k population",47
2020,"Seoul",11,"Jung-gu",11020,"Cheonggu-dong",11020720,"mortality","All causes","total","per 100k population",88
2020,"Seoul",11,"Jung-gu",11020,"Cheonggu-dong",11020720,"mortality","All causes","male","per 100k population",43
2020,"Seoul",11,"Jung-gu",11020,"Cheonggu-dong",11020720,"mortality","All causes","female","per 100k population",45
2020,"Seoul",11,"Jung-gu",11020,"Donghwa-dong",11020730,"mortality","All causes","total","per 100k population",54
2020,"Seoul",11,"Jung-gu",11020,"Donghwa-dong",11020730,"mortality","All causes","male","per 100k population",27
2020,"Seoul",11,"Jung-gu",11020,"Donghwa-dong",11020730,"mortality","All causes","female","per 100k population",27
2020,"Seoul",11,"Yongsan-gu",11030,"Huam-dong",11030510,"mortality","All causes","total","per 100k population",100
2020,"Seoul",11,"Yongsan-gu",11030,"Huam-dong",11030510,"mortality","All causes","male","per 100k population",50
2020,"Seoul",11,"Yongsan-gu",11030,"Huam-dong",11030510,"mortality","All causes","female","per 100k population",50
2020,"Seoul",11,"Yongsan-gu",11030,"Yongsan 2(i)-ga-dong",11030520,"mortality","All causes","total","per 100k population",50
2020,"Seoul",11,"Yongsan-gu",11030,"Yongsan 2(i)-ga-dong",11030520,"mortality","All causes","male","per 100k population",27
2020,"Seoul",11,"Yongsan-gu",11030,"Yongsan 2(i)-ga-dong",11030520,"mortality","All causes","female","per 100k population",23
2020,"Seoul",11,"Yongsan-gu",11030,"Namyeong-dong",11030530,"mortality","All causes","total","per 100k population",84
2020,"Seoul",11,"Yongsan-gu",11030,"Namyeong-dong",11030530,"mortality","All causes","male","per 100k population",73
2020,"Seoul",11,"Yongsan-gu",11030,"Namyeong-dong",11030530,"mortality","All causes","female","per 100k population",11
2020,"Seoul",11,"Yongsan-gu",11030,"Wonhyoro 2(i)-dong",11030570,"mortality","All causes","total","per 100k population",63
2020,"Seoul",11,"Yongsan-gu",11030,"Wonhyoro 2(i)-dong",11030570,"mortality","All causes","male","per 100k population",29
2020,"Seoul",11,"Yongsan-gu",11030,"Wonhyoro 2(i)-dong",11030570,"mortality","All causes","female","per 100k population",34
