"year","adm2_code","class2","value","type","class1","unit","adm1","adm2"
2010,31380,"total",78303,"population","all households","persons","Gyeonggi-do","Yangpyeong-gun"
2010,31380,"male",38041,"population","all households","persons","Gyeonggi-do","Yangpyeong-gun"
2010,31380,"female",40262,"population","all households","persons","Gyeonggi-do","Yangpyeong-gun"
2010,32010,"total",264093,"population","all households","persons","Gangwon-do","Chuncheon-si"
2010,32010,"male",128975,"population","all households","persons","Gangwon-do","Chuncheon-si"
2010,32010,"female",135118,"population","all households","persons","Gangwon-do","Chuncheon-si"
2010,32020,"total",300717,"population","all households","persons","Gangwon-do","Wonju-si"
2010,32020,"male",148193,"population","all households","persons","Gangwon-do","Wonju-si"
2010,32020,"female",152524,"population","all households","persons","Gangwon-do","Wonju-si"
2010,32030,"total",208733,"population","all households","persons","Gangwon-do","Gangneung-si"
2010,32030,"male",102072,"population","all households","persons","Gangwon-do","Gangneung-si"
2010,32030,"female",106661,"population","all households","persons","Gangwon-do","Gangneung-si"
2010,32040,"total",87223,"population","all households","persons","Gangwon-do","Donghae-si"
2010,32040,"male",43200,"population","all households","persons","Gangwon-do","Donghae-si"
2010,32040,"female",44023,"population","all households","persons","Gangwon-do","Donghae-si"
2010,32050,"total",50495,"population","all households","persons","Gangwon-do","Taebaek-si"
2010,32050,"male",25705,"population","all households","persons","Gangwon-do","Taebaek-si"
2010,32050,"female",24790,"population","all households","persons","Gangwon-do","Taebaek-si"
2010,32060,"total",78681,"population","all households","persons","Gangwon-do","Sokcho-si"
2010,32060,"male",38013,"population","all households","persons","Gangwon-do","Sokcho-si"
2010,32060,"female",40668,"population","all households","persons","Gangwon-do","Sokcho-si"
2010,32070,"total",64700,"population","all households","persons","Gangwon-do","Samcheok-si"
2010,32070,"male",32184,"population","all households","persons","Gangwon-do","Samcheok-si"
2010,32070,"female",32516,"population","all households","persons","Gangwon-do","Samcheok-si"
2010,32310,"total",60187,"population","all households","persons","Gangwon-do","Hongcheon-gun"
2010,32310,"male",29459,"population","all households","persons","Gangwon-do","Hongcheon-gun"
2010,32310,"female",30728,"population","all households","persons","Gangwon-do","Hongcheon-gun"
2010,32320,"total",36071,"population","all households","persons","Gangwon-do","Hoengseong-gun"
2010,32320,"male",17473,"population","all households","persons","Gangwon-do","Hoengseong-gun"
2010,32320,"female",18598,"population","all households","persons","Gangwon-do","Hoengseong-gun"
2010,32330,"total",34136,"population","all households","persons","Gangwon-do","Yeongwol-gun"
2010,32330,"male",16846,"population","all households","persons","Gangwon-do","Yeongwol-gun"
2010,32330,"female",17290,"population","all households","persons","Gangwon-do","Yeongwol-gun"
2010,32340,"total",36546,"population","all households","persons","Gangwon-do","Pyeongchang-gun"
2010,32340,"male",18003,"population","all households","persons","Gangwon-do","Pyeongchang-gun"
2010,32340,"female",18543,"population","all households","persons","Gangwon-do","Pyeongchang-gun"
2010,32350,"total",34545,"population","all households","persons","Gangwon-do","Jeongseon-gun"
2010,32350,"male",17343,"population","all households","persons","Gangwon-do","Jeongseon-gun"
2010,32350,"female",17202,"population","all households","persons","Gangwon-do","Jeongseon-gun"
2010,32360,"total",40833,"population","all households","persons","Gangwon-do","Cheolwon-gun"
2010,32360,"male",20094,"population","all households","persons","Gangwon-do","Cheolwon-gun"
2010,32360,"female",20739,"population","all households","persons","Gangwon-do","Cheolwon-gun"
2010,32370,"total",18372,"population","all households","persons","Gangwon-do","Hwacheon-gun"
2010,32370,"male",9092,"population","all households","persons","Gangwon-do","Hwacheon-gun"
2010,32370,"female",9280,"population","all households","persons","Gangwon-do","Hwacheon-gun"
2010,32380,"total",17763,"population","all households","persons","Gangwon-do","Yanggu-gun"
2010,32380,"male",8765,"population","all households","persons","Gangwon-do","Yanggu-gun"
2010,32380,"female",8998,"population","all households","persons","Gangwon-do","Yanggu-gun"
2010,32390,"total",26853,"population","all households","persons","Gangwon-do","Inje-gun"
2010,32390,"male",13591,"population","all households","persons","Gangwon-do","Inje-gun"
2010,32390,"female",13262,"population","all households","persons","Gangwon-do","Inje-gun"
2010,32400,"total",23975,"population","all households","persons","Gangwon-do","Goseong-gun"
2010,32400,"male",11652,"population","all households","persons","Gangwon-do","Goseong-gun"
2010,32400,"female",12323,"population","all households","persons","Gangwon-do","Goseong-gun"
2010,32410,"total",24172,"population","all households","persons","Gangwon-do","Yangyang-gun"
2010,32410,"male",11869,"population","all households","persons","Gangwon-do","Yangyang-gun"
2010,32410,"female",12303,"population","all households","persons","Gangwon-do","Yangyang-gun"
2010,33010,"total",646939,"population","all households","persons","Chungcheongbuk-do","Cheongju-si"
2010,33010,"male",318355,"population","all households","persons","Chungcheongbuk-do","Cheongju-si"
2010,33010,"female",328584,"population","all households","persons","Chungcheongbuk-do","Cheongju-si"
2010,33011,"total",236131,"population","all households","persons","Chungcheongbuk-do","Sangdang-gu"
2010,33011,"male",115842,"population","all households","persons","Chungcheongbuk-do","Sangdang-gu"
2010,33011,"female",120289,"population","all households","persons","Chungcheongbuk-do","Sangdang-gu"
2010,33012,"total",410808,"population","all households","persons","Chungcheongbuk-do","Heungdeok-gu"
2010,33012,"male",202513,"population","all households","persons","Chungcheongbuk-do","Heungdeok-gu"
2010,33012,"female",208295,"population","all households","persons","Chungcheongbuk-do","Heungdeok-gu"
2010,33020,"total",196039,"population","all households","persons","Chungcheongbuk-do","Chungju-si"
2010,33020,"male",97047,"population","all households","persons","Chungcheongbuk-do","Chungju-si"
2010,33020,"female",98992,"population","all households","persons","Chungcheongbuk-do","Chungju-si"
2010,33030,"total",128222,"population","all households","persons","Chungcheongbuk-do","Jecheon-si"
2010,33030,"male",63651,"population","all households","persons","Chungcheongbuk-do","Jecheon-si"
2010,33030,"female",64571,"population","all households","persons","Chungcheongbuk-do","Jecheon-si"
2010,33310,"total",137926,"population","all households","persons","Chungcheongbuk-do","Cheongwon-gun"
2010,33310,"male",69535,"population","all households","persons","Chungcheongbuk-do","Cheongwon-gun"
2010,33310,"female",68391,"population","all households","persons","Chungcheongbuk-do","Cheongwon-gun"
2010,33320,"total",29477,"population","all households","persons","Chungcheongbuk-do","Boeun-gun"
2010,33320,"male",13982,"population","all households","persons","Chungcheongbuk-do","Boeun-gun"
2010,33320,"female",15495,"population","all households","persons","Chungcheongbuk-do","Boeun-gun"
2010,33330,"total",47218,"population","all households","persons","Chungcheongbuk-do","Okcheon-gun"
2010,33330,"male",22746,"population","all households","persons","Chungcheongbuk-do","Okcheon-gun"
2010,33330,"female",24472,"population","all households","persons","Chungcheongbuk-do","Okcheon-gun"
2010,33340,"total",45506,"population","all households","persons","Chungcheongbuk-do","Yeongdong-gun"
2010,33340,"male",21941,"population","all households","persons","Chungcheongbuk-do","Yeongdong-gun"
2010,33340,"female",23565,"population","all households","persons","Chungcheongbuk-do","Yeongdong-gun"
2010,33350,"total",60074,"population","all households","persons","Chungcheongbuk-do","Jincheon-gun"
2010,33350,"male",31299,"population","all households","persons","Chungcheongbuk-do","Jincheon-gun"
2010,33350,"female",28775,"population","all households","persons","Chungcheongbuk-do","Jincheon-gun"
2010,33360,"total",29852,"population","all households","persons","Chungcheongbuk-do","Goesan-gun"
2010,33360,"male",14160,"population","all households","persons","Chungcheongbuk-do","Goesan-gun"
2010,33360,"female",15692,"population","all households","persons","Chungcheongbuk-do","Goesan-gun"
2010,33370,"total",79568,"population","all households","persons","Chungcheongbuk-do","Eumseong-gun"
2010,33370,"male",41004,"population","all households","persons","Chungcheongbuk-do","Eumseong-gun"
2010,33370,"female",38564,"population","all households","persons","Chungcheongbuk-do","Eumseong-gun"
2010,33380,"total",27235,"population","all households","persons","Chungcheongbuk-do","Danyang-gun"
2010,33380,"male",13272,"population","all households","persons","Chungcheongbuk-do","Danyang-gun"
2010,33380,"female",13963,"population","all households","persons","Chungcheongbuk-do","Danyang-gun"
2010,33390,"total",30699,"population","all households","persons","Chungcheongbuk-do","Jeungpyeong-gun"
2010,33390,"male",15258,"population","all households","persons","Chungcheongbuk-do","Jeungpyeong-gun"
2010,33390,"female",15441,"population","all households","persons","Chungcheongbuk-do","Jeungpyeong-gun"
2010,34010,"total",565959,"population","all households","persons","Chungcheongnam-do","Cheonan-si"
2010,34010,"male",286860,"population","all households","persons","Chungcheongnam-do","Cheonan-si"
2010,34010,"female",279099,"population","all households","persons","Chungcheongnam-do","Cheonan-si"
2010,34011,"total",249262,"population","all households","persons","Chungcheongnam-do","Dongnam-gu"
2010,34011,"male",124793,"population","all households","persons","Chungcheongnam-do","Dongnam-gu"
2010,34011,"female",124469,"population","all households","persons","Chungcheongnam-do","Dongnam-gu"
2010,34012,"total",316697,"population","all households","persons","Chungcheongnam-do","Seobuk-gu"
2010,34012,"male",162067,"population","all households","persons","Chungcheongnam-do","Seobuk-gu"
2010,34012,"female",154630,"population","all households","persons","Chungcheongnam-do","Seobuk-gu"
2010,34020,"total",112642,"population","all households","persons","Chungcheongnam-do","Gongju-si"
2010,34020,"male",54400,"population","all households","persons","Chungcheongnam-do","Gongju-si"
2010,34020,"female",58242,"population","all households","persons","Chungcheongnam-do","Gongju-si"
2010,34030,"total",95106,"population","all households","persons","Chungcheongnam-do","Boryeong-si"
2010,34030,"male",46298,"population","all households","persons","Chungcheongnam-do","Boryeong-si"
2010,34030,"female",48808,"population","all households","persons","Chungcheongnam-do","Boryeong-si"
2010,34040,"total",257159,"population","all households","persons","Chungcheongnam-do","Asan-si"
2010,34040,"male",134853,"population","all households","persons","Chungcheongnam-do","Asan-si"
2010,34040,"female",122306,"population","all households","persons","Chungcheongnam-do","Asan-si"
2010,34050,"total",153238,"population","all households","persons","Chungcheongnam-do","Seosan-si"
2010,34050,"male",78002,"population","all households","persons","Chungcheongnam-do","Seosan-si"
2010,34050,"female",75236,"population","all households","persons","Chungcheongnam-do","Seosan-si"
2010,34060,"total",110344,"population","all households","persons","Chungcheongnam-do","Nonsan-si"
2010,34060,"male",52913,"population","all households","persons","Chungcheongnam-do","Nonsan-si"
2010,34060,"female",57431,"population","all households","persons","Chungcheongnam-do","Nonsan-si"
2010,34070,"total",39828,"population","all households","persons","Chungcheongnam-do","Gyeryong-si"
