adm,adm10,adm_2023,adm10_2023,adm_2024,adm10_2024,name,name_sido,name_eng,level,sgis_1998,sgis_1999,sgis_2000,sgis_2001,sgis_2002,sgis_2003,sgis_2004,sgis_2005,sgis_2006,sgis_2007,sgis_2008,sgis_2009,sgis_2010,sgis_2011,sgis_2012,sgis_2013,sgis_2014,sgis_2015,sgis_2016,sgis_2017,sgis_2018,sgis_2019,sgis_2020,sgis_2021,sgis_2022_old,sgis_2022,sgis_2023,sgis_2024
4729055000,4729055000,4729055000,4729055000,4729055000,4729055000,북부동,Gyeongsangbuk-do,,Neighborhood,3710055,3710055,3710055,3710055,3710055,3710055,3710055,3710055,3710055,3710055,3710055,3710055,3710055,3710055,3710055,3710055,3710055,3710055,3710055,3710055,3710055,3710055,3710055,3710055,3710055,37100550,37100550,37100550
4729056000,4729056000,4729056000,4729056000,4729056000,4729056000,동부동,Gyeongsangbuk-do,,Neighborhood,3710052,3710052,3710052,3710052,3710052,3710052,3710052,3710052,3710052,3710052,3710052,3710052,3710052,3710052,3710052,3710052,3710052,3710052,3710052,3710052,3710052,3710052,3710052,3710052,3710052,37100520,37100520,37100520
47720,4772000000,47720,4772000000,47720,4772000000,군위군,Gyeongsangbuk-do,Gunwi-gun,District,3731000,3731000,3731000,3731000,3731000,3731000,3731000,3731000,3731000,3731000,3731000,3731000,3731000,3731000,3731000,3731000,3731000,3731000,3731000,3731000,3731000,3731000,3731000,3731000,3731000,37510000,,
4772025000,4772025000,4772025000,4772025000,4772025000,4772025000,군위읍,Gyeongsangbuk-do,,Neighborhood,3731011,3731011,3731011,3731011,3731011,3731011,3731011,3731011,3731011,3731011,3731011,3731011,3731011,3731011,3731011,3731011,3731011,3731011,3731011,3731011,3731011,3731011,3731011,3731011,3731011,37510110,,
4772031000,4772031000,4772031000,4772031000,4772031000,4772031000,소보면,Gyeongsangbuk-do,,Neighborhood,3731031,3731031,3731031,3731031,3731031,3731031,3731031,3731031,3731031,3731031,3731031,3731031,3731031,3731031,3731031,3731031,3731031,3731031,3731031,3731031,3731031,3731031,3731031,3731031,3731031,37510310,,
4772032000,4772032000,4772032000,4772032000,4772032000,4772032000,효령면,Gyeongsangbuk-do,,Neighborhood,3731032,3731032,3731032,3731032,3731032,3731032,3731032,3731032,3731032,3731032,3731032,3731032,3731032,3731032,3731032,3731032,3731032,3731032,3731032,3731032,3731032,3731032,3731032,3731032,3731032,37510320,,
4772033000,4772033000,4772033000,4772033000,4772033000,4772033000,부계면,Gyeongsangbuk-do,,Neighborhood,3731033,3731033,3731033,3731033,3731033,3731033,3731033,3731033,3731033,3731033,3731033,3731033,3731033,3731033,3731033,3731033,3731033,3731033,3731033,3731033,3731033,3731033,3731033,3731033,3731033,37510330,,
4772034000,4772034000,4772034000,4772034000,4772034000,4772034000,우보면,Gyeongsangbuk-do,,Neighborhood,3731034,3731034,3731034,3731034,3731034,3731034,3731034,3731034,3731034,3731034,3731034,3731034,3731034,3731034,3731034,3731034,3731034,3731034,3731034,3731034,3731034,3731034,3731034,3731034,3731034,37510340,,
4772035000,4772035000,4772035000,4772035000,4772035000,4772035000,의흥면,Gyeongsangbuk-do,,Neighborhood,3731035,3731035,3731035,3731035,3731035,3731035,3731035,3731035,3731035,3731035,3731035,3731035,3731035,3731035,3731035,3731035,3731035,3731035,3731035,3731035,3731035,3731035,3731035,3731035,3731035,37510350,,
4772036000,4772036000,4772036000,4772036000,4772036000,4772036000,산성면,Gyeongsangbuk-do,,Neighborhood,3731036,3731036,3731036,3731036,3731036,3731036,3731036,3731036,3731036,3731036,3731036,3731036,3731036,3731036,3731036,3731036,3731036,3731036,3731036,3731036,3731036,3731036,3731036,3731036,3731036,37510360,,
4772037000,4772037000,4772037000,4772037000,4772037000,4772037000,고로면,Gyeongsangbuk-do,,Neighborhood,3731037,3731037,3731037,3731037,3731037,3731037,3731037,3731037,3731037,3731037,3731037,3731037,3731037,3731037,3731037,3731037,3731037,3731037,3731037,3731037,3731037,3731037,3731037,,,,,
4772038000,4772038000,4772038000,4772038000,4772038000,4772038000,삼국유사면,Gyeongsangbuk-do,,Neighborhood,,,,,,,,,,,,,,,,,,,,,,,,3731038,3731038,37510380,,
47730,4773000000,47730,4773000000,47730,4773000000,의성군,Gyeongsangbuk-do,Uiseong-gun,District,3732000,3732000,3732000,3732000,3732000,3732000,3732000,3732000,3732000,3732000,3732000,3732000,3732000,3732000,3732000,3732000,3732000,3732000,3732000,3732000,3732000,3732000,3732000,3732000,3732000,37520000,37520000,37520000
4773025000,4773025000,4773025000,4773025000,4773025000,4773025000,의성읍,Gyeongsangbuk-do,,Neighborhood,3732011,3732011,3732011,3732011,3732011,3732011,3732011,3732011,3732011,3732011,3732011,3732011,3732011,3732011,3732011,3732011,3732011,3732011,3732011,3732011,3732011,3732011,3732011,3732011,3732011,37520110,37520110,37520110
4773031000,4773031000,4773031000,4773031000,4773031000,4773031000,단촌면,Gyeongsangbuk-do,,Neighborhood,3732031,3732031,3732031,3732031,3732031,3732031,3732031,3732031,3732031,3732031,3732031,3732031,3732031,3732031,3732031,3732031,3732031,3732031,3732031,3732031,3732031,3732031,3732031,3732031,3732031,37520310,37520310,37520310
4773032000,4773032000,4773032000,4773032000,4773032000,4773032000,점곡면,Gyeongsangbuk-do,,Neighborhood,3732032,3732032,3732032,3732032,3732032,3732032,3732032,3732032,3732032,3732032,3732032,3732032,3732032,3732032,3732032,3732032,3732032,3732032,3732032,3732032,3732032,3732032,3732032,3732032,3732032,37520320,37520320,37520320
4773033000,4773033000,4773033000,4773033000,4773033000,4773033000,옥산면,Gyeongsangbuk-do,,Neighborhood,3732033,3732033,3732033,3732033,3732033,3732033,3732033,3732033,3732033,3732033,3732033,3732033,3732033,3732033,3732033,3732033,3732033,3732033,3732033,3732033,3732033,3732033,3732033,3732033,3732033,37520330,37520330,37520330
4773034000,4773034000,4773034000,4773034000,4773034000,4773034000,사곡면,Gyeongsangbuk-do,,Neighborhood,3732034,3732034,3732034,3732034,3732034,3732034,3732034,3732034,3732034,3732034,3732034,3732034,3732034,3732034,3732034,3732034,3732034,3732034,3732034,3732034,3732034,3732034,3732034,3732034,3732034,37520340,37520340,37520340
4773035000,4773035000,4773035000,4773035000,4773035000,4773035000,춘산면,Gyeongsangbuk-do,,Neighborhood,3732035,3732035,3732035,3732035,3732035,3732035,3732035,3732035,3732035,3732035,3732035,3732035,3732035,3732035,3732035,3732035,3732035,3732035,3732035,3732035,3732035,3732035,3732035,3732035,3732035,37520350,37520350,37520350
4773036000,4773036000,4773036000,4773036000,4773036000,4773036000,가음면,Gyeongsangbuk-do,,Neighborhood,3732036,3732036,3732036,3732036,3732036,3732036,3732036,3732036,3732036,3732036,3732036,3732036,3732036,3732036,3732036,3732036,3732036,3732036,3732036,3732036,3732036,3732036,3732036,3732036,3732036,37520360,37520360,37520360
4773037000,4773037000,4773037000,4773037000,4773037000,4773037000,금성면,Gyeongsangbuk-do,,Neighborhood,3732037,3732037,3732037,3732037,3732037,3732037,3732037,3732037,3732037,3732037,3732037,3732037,3732037,3732037,3732037,3732037,3732037,3732037,3732037,3732037,3732037,3732037,3732037,3732037,3732037,37520370,37520370,37520370
4773038000,4773038000,4773038000,4773038000,4773038000,4773038000,봉양면,Gyeongsangbuk-do,,Neighborhood,3732038,3732038,3732038,3732038,3732038,3732038,3732038,3732038,3732038,3732038,3732038,3732038,3732038,3732038,3732038,3732038,3732038,3732038,3732038,3732038,3732038,3732038,3732038,3732038,3732038,37520380,37520380,37520380
4773039000,4773039000,4773039000,4773039000,4773039000,4773039000,비안면,Gyeongsangbuk-do,,Neighborhood,3732039,3732039,3732039,3732039,3732039,3732039,3732039,3732039,3732039,3732039,3732039,3732039,3732039,3732039,3732039,3732039,3732039,3732039,3732039,3732039,3732039,3732039,3732039,3732039,3732039,37520390,37520390,37520390
4773040000,4773040000,4773040000,4773040000,4773040000,4773040000,구천면,Gyeongsangbuk-do,,Neighborhood,3732040,3732040,3732040,3732040,3732040,3732040,3732040,3732040,3732040,3732040,3732040,3732040,3732040,3732040,3732040,3732040,3732040,3732040,3732040,3732040,3732040,3732040,3732040,3732040,3732040,37520400,37520400,37520400
4773041000,4773041000,4773041000,4773041000,4773041000,4773041000,단밀면,Gyeongsangbuk-do,,Neighborhood,3732041,3732041,3732041,3732041,3732041,3732041,3732041,3732041,3732041,3732041,3732041,3732041,3732041,3732041,3732041,3732041,3732041,3732041,3732041,3732041,3732041,3732041,3732041,3732041,3732041,37520410,37520410,37520410
4773042000,4773042000,4773042000,4773042000,4773042000,4773042000,단북면,Gyeongsangbuk-do,,Neighborhood,3732042,3732042,3732042,3732042,3732042,3732042,3732042,3732042,3732042,3732042,3732042,3732042,3732042,3732042,3732042,3732042,3732042,3732042,3732042,3732042,3732042,3732042,3732042,3732042,3732042,37520420,37520420,37520420
4773043000,4773043000,4773043000,4773043000,4773043000,4773043000,안계면,Gyeongsangbuk-do,,Neighborhood,3732043,3732043,3732043,3732043,3732043,3732043,3732043,3732043,3732043,3732043,3732043,3732043,3732043,3732043,3732043,3732043,3732043,3732043,3732043,3732043,3732043,3732043,3732043,3732043,3732043,37520430,37520430,37520430
4773044000,4773044000,4773044000,4773044000,4773044000,4773044000,다인면,Gyeongsangbuk-do,,Neighborhood,3732044,3732044,3732044,3732044,3732044,3732044,3732044,3732044,3732044,3732044,3732044,3732044,3732044,3732044,3732044,3732044,3732044,3732044,3732044,3732044,3732044,3732044,3732044,3732044,3732044,37520440,37520440,37520440
4773045000,4773045000,4773045000,4773045000,4773045000,4773045000,신평면,Gyeongsangbuk-do,,Neighborhood,3732045,3732045,3732045,3732045,3732045,3732045,3732045,3732045,3732045,3732045,3732045,3732045,3732045,3732045,3732045,3732045,3732045,3732045,3732045,3732045,3732045,3732045,3732045,3732045,3732045,37520450,37520450,37520450
4773046000,4773046000,4773046000,4773046000,4773046000,4773046000,안평면,Gyeongsangbuk-do,,Neighborhood,3732046,3732046,3732046,3732046,3732046,3732046,3732046,3732046,3732046,3732046,3732046,3732046,3732046,3732046,3732046,3732046,3732046,3732046,3732046,3732046,3732046,3732046,3732046,3732046,3732046,37520460,37520460,37520460
4773047000,4773047000,4773047000,4773047000,4773047000,4773047000,안사면,Gyeongsangbuk-do,,Neighborhood,3732047,3732047,3732047,3732047,3732047,3732047,3732047,3732047,3732047,3732047,3732047,3732047,3732047,3732047,3732047,3732047,3732047,3732047,3732047,3732047,3732047,3732047,3732047,3732047,3732047,37520470,37520470,37520470
47750,4775000000,47750,4775000000,47750,4775000000,청송군,Gyeongsangbuk-do,Cheongseong-gun,District,3733000,3733000,3733000,3733000,3733000,3733000,3733000,3733000,3733000,3733000,3733000,3733000,3733000,3733000,3733000,3733000,3733000,3733000,3733000,3733000,3733000,3733000,3733000,3733000,3733000,37530000,37530000,37530000
4775025000,4775025000,4775025000,4775025000,4775025000,4775025000,청송읍,Gyeongsangbuk-do,,Neighborhood,3733011,3733011,3733011,3733011,3733011,3733011,3733011,3733011,3733011,3733011,3733011,3733011,3733011,3733011,3733011,3733011,3733011,3733011,3733011,3733011,3733011,3733011,3733011,3733011,3733011,37530110,37530110,37530110
4775031000,4775031000,4775031000,4775031000,4775031000,4775031000,부동면,Gyeongsangbuk-do,,Neighborhood,3733031,3733031,3733031,3733031,3733031,3733031,3733031,3733031,3733031,3733031,3733031,3733031,3733031,3733031,3733031,3733031,3733031,3733031,3733031,3733031,3733031,,,,,,,
4775031500,4775031500,4775031500,4775031500,4775031500,4775031500,주왕산면,Gyeongsangbuk-do,,Neighborhood,,,,,,,,,,,,,,,,,,,,,,3733038,3733038,3733038,3733038,37530380,37530380,37530380
4775032000,4775032000,4775032000,4775032000,4775032000,4775032000,부남면,Gyeongsangbuk-do,,Neighborhood,3733032,3733032,3733032,3733032,3733032,3733032,3733032,3733032,3733032,3733032,3733032,3733032,3733032,3733032,3733032,3733032,3733032,3733032,3733032,3733032,3733032,3733032,3733032,3733032,3733032,37530320,37530320,37530320
4775033000,4775033000,4775033000,4775033000,4775033000,4775033000,현동면,Gyeongsangbuk-do,,Neighborhood,3733033,3733033,3733033,3733033,3733033,3733033,3733033,3733033,3733033,3733033,3733033,3733033,3733033,3733033,3733033,3733033,3733033,3733033,3733033,3733033,3733033,3733033,3733033,3733033,3733033,37530330,37530330,37530330
4775034000,4775034000,4775034000,4775034000,4775034000,4775034000,현서면,Gyeongsangbuk-do,,Neighborhood,3733034,3733034,3733034,3733034,3733034,3733034,3733034,3733034,3733034,3733034,3733034,3733034,3733034,3733034,3733034,3733034,3733034,3733034,3733034,3733034,3733034,3733034,3733034,3733034,3733034,37530340,37530340,37530340
4775035000,4775035000,4775035000,4775035000,4775035000,4775035000,안덕면,Gyeongsangbuk-do,,Neighborhood,3733035,3733035,3733035,3733035,3733035,3733035,3733035,3733035,3733035,3733035,3733035,3733035,3733035,3733035,3733035,3733035,3733035,3733035,3733035,3733035,3733035,3733035,3733035,3733035,3733035,37530350,37530350,37530350
4775036000,4775036000,4775036000,4775036000,4775036000,4775036000,파천면,Gyeongsangbuk-do,,Neighborhood,3733036,3733036,3733036,3733036,3733036,3733036,3733036,3733036,3733036,3733036,3733036,3733036,3733036,3733036,3733036,3733036,3733036,3733036,3733036,3733036,3733036,3733036,3733036,3733036,3733036,37530360,37530360,37530360
4775037000,4775037000,4775037000,4775037000,4775037000,4775037000,진보면,Gyeongsangbuk-do,,Neighborhood,3733037,3733037,3733037,3733037,3733037,3733037,3733037,3733037,3733037,3733037,3733037,3733037,3733037,3733037,3733037,3733037,3733037,3733037,3733037,3733037,3733037,3733037,3733037,3733037,3733037,37530370,37530370,37530370
47760,4776000000,47760,4776000000,47760,4776000000,영양군,Gyeongsangbuk-do,Yeongyang-gun,District,3734000,3734000,3734000,3734000,3734000,3734000,3734000,3734000,3734000,3734000,3734000,3734000,3734000,3734000,3734000,3734000,3734000,3734000,3734000,3734000,3734000,3734000,3734000,3734000,3734000,37540000,37540000,37540000
4776025000,4776025000,4776025000,4776025000,4776025000,4776025000,영양읍,Gyeongsangbuk-do,,Neighborhood,3734011,3734011,3734011,3734011,3734011,3734011,3734011,3734011,3734011,3734011,3734011,3734011,3734011,3734011,3734011,3734011,3734011,3734011,3734011,3734011,3734011,3734011,3734011,3734011,3734011,37540110,37540110,37540110
4776031000,4776031000,4776031000,4776031000,4776031000,4776031000,입암면,Gyeongsangbuk-do,,Neighborhood,3734031,3734031,3734031,3734031,3734031,3734031,3734031,3734031,3734031,3734031,3734031,3734031,3734031,3734031,3734031,3734031,3734031,3734031,3734031,3734031,3734031,3734031,3734031,3734031,3734031,37540310,37540310,37540310
4776032000,4776032000,4776032000,4776032000,4776032000,4776032000,청기면,Gyeongsangbuk-do,,Neighborhood,3734032,3734032,3734032,3734032,3734032,3734032,3734032,3734032,3734032,3734032,3734032,3734032,3734032,3734032,3734032,3734032,3734032,3734032,3734032,3734032,3734032,3734032,3734032,3734032,3734032,37540320,37540320,37540320
4776033000,4776033000,4776033000,4776033000,4776033000,4776033000,일월면,Gyeongsangbuk-do,,Neighborhood,3734033,3734033,3734033,3734033,3734033,3734033,3734033,3734033,3734033,3734033,3734033,3734033,3734033,3734033,3734033,3734033,3734033,3734033,3734033,3734033,3734033,3734033,3734033,3734033,3734033,37540330,37540330,37540330
4776034000,4776034000,4776034000,4776034000,4776034000,4776034000,수비면,Gyeongsangbuk-do,,Neighborhood,3734034,3734034,3734034,3734034,3734034,3734034,3734034,3734034,3734034,3734034,3734034,3734034,3734034,3734034,3734034,3734034,3734034,3734034,3734034,3734034,3734034,3734034,3734034,3734034,3734034,37540340,37540340,37540340
4776035000,4776035000,4776035000,4776035000,4776035000,4776035000,석보면,Gyeongsangbuk-do,,Neighborhood,3734035,3734035,3734035,3734035,3734035,3734035,3734035,3734035,3734035,3734035,3734035,3734035,3734035,3734035,3734035,3734035,3734035,3734035,3734035,3734035,3734035,3734035,3734035,3734035,3734035,37540350,37540350,37540350
47770,4777000000,47770,4777000000,47770,4777000000,영덕군,Gyeongsangbuk-do,Yeongdeok-gun,District,3735000,3735000,3735000,3735000,3735000,3735000,3735000,3735000,3735000,3735000,3735000,3735000,3735000,3735000,3735000,3735000,3735000,3735000,3735000,3735000,3735000,3735000,3735000,3735000,3735000,37550000,37550000,37550000
4777025000,4777025000,4777025000,4777025000,4777025000,4777025000,영덕읍,Gyeongsangbuk-do,,Neighborhood,3735011,3735011,3735011,3735011,3735011,3735011,3735011,3735011,3735011,3735011,3735011,3735011,3735011,3735011,3735011,3735011,3735011,3735011,3735011,3735011,3735011,3735011,3735011,3735011,3735011,37550110,37550110,37550110
4777031000,4777031000,4777031000,4777031000,4777031000,4777031000,강구면,Gyeongsangbuk-do,,Neighborhood,3735031,3735031,3735031,3735031,3735031,3735031,3735031,3735031,3735031,3735031,3735031,3735031,3735031,3735031,3735031,3735031,3735031,3735031,3735031,3735031,3735031,3735031,3735031,3735031,3735031,37550310,37550310,37550310
4777032000,4777032000,4777032000,4777032000,4777032000,4777032000,남정면,Gyeongsangbuk-do,,Neighborhood,3735032,3735032,3735032,3735032,3735032,3735032,3735032,3735032,3735032,3735032,3735032,3735032,3735032,3735032,3735032,3735032,3735032,3735032,3735032,3735032,3735032,3735032,3735032,3735032,3735032,37550320,37550320,37550320
4777033000,4777033000,4777033000,4777033000,4777033000,4777033000,달산면,Gyeongsangbuk-do,,Neighborhood,3735033,3735033,3735033,3735033,3735033,3735033,3735033,3735033,3735033,3735033,3735033,3735033,3735033,3735033,3735033,3735033,3735033,3735033,3735033,3735033,3735033,3735033,3735033,3735033,3735033,37550330,37550330,37550330
4777034000,4777034000,4777034000,4777034000,4777034000,4777034000,지품면,Gyeongsangbuk-do,,Neighborhood,3735034,3735034,3735034,3735034,3735034,3735034,3735034,3735034,3735034,3735034,3735034,3735034,3735034,3735034,3735034,3735034,3735034,3735034,3735034,3735034,3735034,3735034,3735034,3735034,3735034,37550340,37550340,37550340
4777035000,4777035000,4777035000,4777035000,4777035000,4777035000,축산면,Gyeongsangbuk-do,,Neighborhood,3735035,3735035,3735035,3735035,3735035,3735035,3735035,3735035,3735035,3735035,3735035,3735035,3735035,3735035,3735035,3735035,3735035,3735035,3735035,3735035,3735035,3735035,3735035,3735035,3735035,37550350,37550350,37550350
4777036000,4777036000,4777036000,4777036000,4777036000,4777036000,영해면,Gyeongsangbuk-do,,Neighborhood,3735036,3735036,3735036,3735036,3735036,3735036,3735036,3735036,3735036,3735036,3735036,3735036,3735036,3735036,3735036,3735036,3735036,3735036,3735036,3735036,3735036,3735036,3735036,3735036,3735036,37550360,37550360,37550360
4777037000,4777037000,4777037000,4777037000,4777037000,4777037000,병곡면,Gyeongsangbuk-do,,Neighborhood,3735037,3735037,3735037,3735037,3735037,3735037,3735037,3735037,3735037,3735037,3735037,3735037,3735037,3735037,3735037,3735037,3735037,3735037,3735037,3735037,3735037,3735037,3735037,3735037,3735037,37550370,37550370,37550370
4777038000,4777038000,4777038000,4777038000,4777038000,4777038000,창수면,Gyeongsangbuk-do,,Neighborhood,3735038,3735038,3735038,3735038,3735038,3735038,3735038,3735038,3735038,3735038,3735038,3735038,3735038,3735038,3735038,3735038,3735038,3735038,3735038,3735038,3735038,3735038,3735038,3735038,3735038,37550380,37550380,37550380
47820,4782000000,47820,4782000000,47820,4782000000,청도군,Gyeongsangbuk-do,Cheongdo-gun,District,3736000,3736000,3736000,3736000,3736000,3736000,3736000,3736000,3736000,3736000,3736000,3736000,3736000,3736000,3736000,3736000,3736000,3736000,3736000,3736000,3736000,3736000,3736000,3736000,3736000,37560000,37560000,37560000
4782025000,4782025000,4782025000,4782025000,4782025000,4782025000,화양읍,Gyeongsangbuk-do,,Neighborhood,3736011,3736011,3736011,3736011,3736011,3736011,3736011,3736011,3736011,3736011,3736011,3736011,3736011,3736011,3736011,3736011,3736011,3736011,3736011,3736011,3736011,3736011,3736011,3736011,3736011,37560110,37560110,37560110
4782025300,4782025300,4782025300,4782025300,4782025300,4782025300,청도읍,Gyeongsangbuk-do,,Neighborhood,3736012,3736012,3736012,3736012,3736012,3736012,3736012,3736012,3736012,3736012,3736012,3736012,3736012,3736012,3736012,3736012,3736012,3736012,3736012,3736012,3736012,3736012,3736012,3736012,3736012,37560120,37560120,37560120
4782031000,4782031000,4782031000,4782031000,4782031000,4782031000,각남면,Gyeongsangbuk-do,,Neighborhood,3736031,3736031,3736031,3736031,3736031,3736031,3736031,3736031,3736031,3736031,3736031,3736031,3736031,3736031,3736031,3736031,3736031,3736031,3736031,3736031,3736031,3736031,3736031,3736031,3736031,37560310,37560310,37560310
4782032000,4782032000,4782032000,4782032000,4782032000,4782032000,풍각면,Gyeongsangbuk-do,,Neighborhood,3736032,3736032,3736032,3736032,3736032,3736032,3736032,3736032,3736032,3736032,3736032,3736032,3736032,3736032,3736032,3736032,3736032,3736032,3736032,3736032,3736032,3736032,3736032,3736032,3736032,37560320,37560320,37560320
4782033000,4782033000,4782033000,4782033000,4782033000,4782033000,각북면,Gyeongsangbuk-do,,Neighborhood,3736033,3736033,3736033,3736033,3736033,3736033,3736033,3736033,3736033,3736033,3736033,3736033,3736033,3736033,3736033,3736033,3736033,3736033,3736033,3736033,3736033,3736033,3736033,3736033,3736033,37560330,37560330,37560330
4782034000,4782034000,4782034000,4782034000,4782034000,4782034000,이서면,Gyeongsangbuk-do,,Neighborhood,3736034,3736034,3736034,3736034,3736034,3736034,3736034,3736034,3736034,3736034,3736034,3736034,3736034,3736034,3736034,3736034,3736034,3736034,3736034,3736034,3736034,3736034,3736034,3736034,3736034,37560340,37560340,37560340
4782035000,4782035000,4782035000,4782035000,4782035000,4782035000,운문면,Gyeongsangbuk-do,,Neighborhood,3736035,3736035,3736035,3736035,3736035,3736035,3736035,3736035,3736035,3736035,3736035,3736035,3736035,3736035,3736035,3736035,3736035,3736035,3736035,3736035,3736035,3736035,3736035,3736035,3736035,37560350,37560350,37560350
4782036000,4782036000,4782036000,4782036000,4782036000,4782036000,금천면,Gyeongsangbuk-do,,Neighborhood,3736036,3736036,3736036,3736036,3736036,3736036,3736036,3736036,3736036,3736036,3736036,3736036,3736036,3736036,3736036,3736036,3736036,3736036,3736036,3736036,3736036,3736036,3736036,3736036,3736036,37560360,37560360,37560360
4782037000,4782037000,4782037000,4782037000,4782037000,4782037000,매전면,Gyeongsangbuk-do,,Neighborhood,3736037,3736037,3736037,3736037,3736037,3736037,3736037,3736037,3736037,3736037,3736037,3736037,3736037,3736037,3736037,3736037,3736037,3736037,3736037,3736037,3736037,3736037,3736037,3736037,3736037,37560370,37560370,37560370
47830,4783000000,47830,4783000000,47830,4783000000,고령군,Gyeongsangbuk-do,Goryeong-gun,District,3737000,3737000,3737000,3737000,3737000,3737000,3737000,3737000,3737000,3737000,3737000,3737000,3737000,3737000,3737000,3737000,3737000,3737000,3737000,3737000,3737000,3737000,3737000,3737000,3737000,37570000,37570000,37570000
4783025000,4783025000,4783025000,4783025000,4783025000,4783025000,고령읍,Gyeongsangbuk-do,,Neighborhood,3737011,3737011,3737011,3737011,3737011,3737011,3737011,3737011,3737011,3737011,3737011,3737011,3737011,3737011,3737011,3737011,3737011,,,,,,,,,,,
4783025300,4783025300,4783025300,4783025300,4783025300,4783025300,대가야읍,Gyeongsangbuk-do,,Neighborhood,,,,,,,,,,,,,,,,,,3737012,3737012,3737012,3737012,3737012,3737012,3737012,3737012,37570120,37570120,37570120
4783031000,4783031000,4783031000,4783031000,4783031000,4783031000,덕곡면,Gyeongsangbuk-do,,Neighborhood,3737031,3737031,3737031,3737031,3737031,3737031,3737031,3737031,3737031,3737031,3737031,3737031,3737031,3737031,3737031,3737031,3737031,3737031,3737031,3737031,3737031,3737031,3737031,3737031,3737031,37570310,37570310,37570310
4783032000,4783032000,4783032000,4783032000,4783032000,4783032000,운수면,Gyeongsangbuk-do,,Neighborhood,3737032,3737032,3737032,3737032,3737032,3737032,3737032,3737032,3737032,3737032,3737032,3737032,3737032,3737032,3737032,3737032,3737032,3737032,3737032,3737032,3737032,3737032,3737032,3737032,3737032,37570320,37570320,37570320
4783033000,4783033000,4783033000,4783033000,4783033000,4783033000,성산면,Gyeongsangbuk-do,,Neighborhood,3737033,3737033,3737033,3737033,3737033,3737033,3737033,3737033,3737033,3737033,3737033,3737033,3737033,3737033,3737033,3737033,3737033,3737033,3737033,3737033,3737033,3737033,3737033,3737033,3737033,37570330,37570330,37570330
4783034000,4783034000,4783034000,4783034000,4783034000,4783034000,다산면,Gyeongsangbuk-do,,Neighborhood,3737034,3737034,3737034,3737034,3737034,3737034,3737034,3737034,3737034,3737034,3737034,3737034,3737034,3737034,3737034,3737034,3737034,3737034,3737034,3737034,3737034,3737034,3737034,3737034,3737034,37570340,37570340,37570340
4783035000,4783035000,4783035000,4783035000,4783035000,4783035000,개진면,Gyeongsangbuk-do,,Neighborhood,3737035,3737035,3737035,3737035,3737035,3737035,3737035,3737035,3737035,3737035,3737035,3737035,3737035,3737035,3737035,3737035,3737035,3737035,3737035,3737035,3737035,3737035,3737035,3737035,3737035,37570350,37570350,37570350
4783036000,4783036000,4783036000,4783036000,4783036000,4783036000,우곡면,Gyeongsangbuk-do,,Neighborhood,3737036,3737036,3737036,3737036,3737036,3737036,3737036,3737036,3737036,3737036,3737036,3737036,3737036,3737036,3737036,3737036,3737036,3737036,3737036,3737036,3737036,3737036,3737036,3737036,3737036,37570360,37570360,37570360
4783037000,4783037000,4783037000,4783037000,4783037000,4783037000,쌍림면,Gyeongsangbuk-do,,Neighborhood,3737037,3737037,3737037,3737037,3737037,3737037,3737037,3737037,3737037,3737037,3737037,3737037,3737037,3737037,3737037,3737037,3737037,3737037,3737037,3737037,3737037,3737037,3737037,3737037,3737037,37570370,37570370,37570370
47840,4784000000,47840,4784000000,47840,4784000000,성주군,Gyeongsangbuk-do,Seongju-gun,District,3738000,3738000,3738000,3738000,3738000,3738000,3738000,3738000,3738000,3738000,3738000,3738000,3738000,3738000,3738000,3738000,3738000,3738000,3738000,3738000,3738000,3738000,3738000,3738000,3738000,37580000,37580000,37580000
4784025000,4784025000,4784025000,4784025000,4784025000,4784025000,성주읍,Gyeongsangbuk-do,,Neighborhood,3738011,3738011,3738011,3738011,3738011,3738011,3738011,3738011,3738011,3738011,3738011,3738011,3738011,3738011,3738011,3738011,3738011,3738011,3738011,3738011,3738011,3738011,3738011,3738011,3738011,37580110,37580110,37580110
4784031000,4784031000,4784031000,4784031000,4784031000,4784031000,선남면,Gyeongsangbuk-do,,Neighborhood,3738031,3738031,3738031,3738031,3738031,3738031,3738031,3738031,3738031,3738031,3738031,3738031,3738031,3738031,3738031,3738031,3738031,3738031,3738031,3738031,3738031,3738031,3738031,3738031,3738031,37580310,37580310,37580310
4784032000,4784032000,4784032000,4784032000,4784032000,4784032000,용암면,Gyeongsangbuk-do,,Neighborhood,3738032,3738032,3738032,3738032,3738032,3738032,3738032,3738032,3738032,3738032,3738032,3738032,3738032,3738032,3738032,3738032,3738032,3738032,3738032,3738032,3738032,3738032,3738032,3738032,3738032,37580320,37580320,37580320
4784033000,4784033000,4784033000,4784033000,4784033000,4784033000,수륜면,Gyeongsangbuk-do,,Neighborhood,3738033,3738033,3738033,3738033,3738033,3738033,3738033,3738033,3738033,3738033,3738033,3738033,3738033,3738033,3738033,3738033,3738033,3738033,3738033,3738033,3738033,3738033,3738033,3738033,3738033,37580330,37580330,37580330
4784034000,4784034000,4784034000,4784034000,4784034000,4784034000,가천면,Gyeongsangbuk-do,,Neighborhood,3738034,3738034,3738034,3738034,3738034,3738034,3738034,3738034,3738034,3738034,3738034,3738034,3738034,3738034,3738034,3738034,3738034,3738034,3738034,3738034,3738034,3738034,3738034,3738034,3738034,37580340,37580340,37580340
