"year","adm2_code","type","unit","class1","class2","value","adm1","adm2"
2015,22020,"mortality","per 100k population","All causes","total",370.7,"Daegu","Dong-gu"
2015,22020,"mortality","per 100k population","All causes","male",507.5,"Daegu","Dong-gu"
2015,22020,"mortality","per 100k population","All causes","female",260.8,"Daegu","Dong-gu"
2015,22030,"mortality","per 100k population","All causes","total",408.8,"Daegu","Seo-gu"
2015,22030,"mortality","per 100k population","All causes","male",563.9,"Daegu","Seo-gu"
2015,22030,"mortality","per 100k population","All causes","female",283.7,"Daegu","Seo-gu"
2015,22040,"mortality","per 100k population","All causes","total",345.5,"Daegu","Nam-gu"
2015,22040,"mortality","per 100k population","All causes","male",465.4,"Daegu","Nam-gu"
2015,22040,"mortality","per 100k population","All causes","female",251.6,"Daegu","Nam-gu"
2015,22050,"mortality","per 100k population","All causes","total",368.4,"Daegu","Buk-gu"
2015,22050,"mortality","per 100k population","All causes","male",506.7,"Daegu","Buk-gu"
2015,22050,"mortality","per 100k population","All causes","female",264.2,"Daegu","Buk-gu"
2015,22060,"mortality","per 100k population","All causes","total",313.6,"Daegu","Suseong-gu"
2015,22060,"mortality","per 100k population","All causes","male",430.8,"Daegu","Suseong-gu"
2015,22060,"mortality","per 100k population","All causes","female",227.7,"Daegu","Suseong-gu"
2015,22070,"mortality","per 100k population","All causes","total",361.2,"Daegu","Dalseo-gu"
2015,22070,"mortality","per 100k population","All causes","male",499.2,"Daegu","Dalseo-gu"
2015,22070,"mortality","per 100k population","All causes","female",256.8,"Daegu","Dalseo-gu"
2015,22310,"mortality","per 100k population","All causes","total",405.2,"Daegu","Dalseong-gun"
2015,22310,"mortality","per 100k population","All causes","male",551.5,"Daegu","Dalseong-gun"
2015,22310,"mortality","per 100k population","All causes","female",294.5,"Daegu","Dalseong-gun"
2015,23010,"mortality","per 100k population","All causes","total",348.2,"Incheon","Jung-gu"
2015,23010,"mortality","per 100k population","All causes","male",449.9,"Incheon","Jung-gu"
2015,23010,"mortality","per 100k population","All causes","female",250.4,"Incheon","Jung-gu"
2015,23020,"mortality","per 100k population","All causes","total",345.1,"Incheon","Dong-gu"
2015,23020,"mortality","per 100k population","All causes","male",500.3,"Incheon","Dong-gu"
2015,23020,"mortality","per 100k population","All causes","female",220.6,"Incheon","Dong-gu"
2015,23030,"mortality","per 100k population","All causes","total",374.6,"Incheon","Nam-gu"
2015,23030,"mortality","per 100k population","All causes","male",518.5,"Incheon","Nam-gu"
2015,23030,"mortality","per 100k population","All causes","female",255.9,"Incheon","Nam-gu"
2015,23040,"mortality","per 100k population","All causes","total",336.3,"Incheon","Yeonsu-gu"
2015,23040,"mortality","per 100k population","All causes","male",468.2,"Incheon","Yeonsu-gu"
2015,23040,"mortality","per 100k population","All causes","female",239.1,"Incheon","Yeonsu-gu"
2015,23050,"mortality","per 100k population","All causes","total",352.4,"Incheon","Namdong-gu"
2015,23050,"mortality","per 100k population","All causes","male",482.5,"Incheon","Namdong-gu"
2015,23050,"mortality","per 100k population","All causes","female",252.4,"Incheon","Namdong-gu"
2015,23060,"mortality","per 100k population","All causes","total",351.8,"Incheon","Bupyeong-gu"
2015,23060,"mortality","per 100k population","All causes","male",499.3,"Incheon","Bupyeong-gu"
2015,23060,"mortality","per 100k population","All causes","female",239.8,"Incheon","Bupyeong-gu"
2015,23070,"mortality","per 100k population","All causes","total",362.8,"Incheon","Gyeyang-gu"
2015,23070,"mortality","per 100k population","All causes","male",510.8,"Incheon","Gyeyang-gu"
2015,23070,"mortality","per 100k population","All causes","female",246.9,"Incheon","Gyeyang-gu"
2015,23080,"mortality","per 100k population","All causes","total",359.8,"Incheon","Seo-gu"
2015,23080,"mortality","per 100k population","All causes","male",497.6,"Incheon","Seo-gu"
2015,23080,"mortality","per 100k population","All causes","female",257.3,"Incheon","Seo-gu"
2015,23310,"mortality","per 100k population","All causes","total",325.4,"Incheon","Ganghwa-gun"
2015,23310,"mortality","per 100k population","All causes","male",442.7,"Incheon","Ganghwa-gun"
2015,23310,"mortality","per 100k population","All causes","female",224.9,"Incheon","Ganghwa-gun"
2015,23320,"mortality","per 100k population","All causes","total",345.2,"Incheon","Ongjin-gun"
2015,23320,"mortality","per 100k population","All causes","male",439.2,"Incheon","Ongjin-gun"
2015,23320,"mortality","per 100k population","All causes","female",255.1,"Incheon","Ongjin-gun"
2015,24010,"mortality","per 100k population","All causes","total",361.2,"Gwangju","Dong-gu"
2015,24010,"mortality","per 100k population","All causes","male",450.2,"Gwangju","Dong-gu"
2015,24010,"mortality","per 100k population","All causes","female",280.6,"Gwangju","Dong-gu"
2015,24020,"mortality","per 100k population","All causes","total",379.5,"Gwangju","Seo-gu"
2015,24020,"mortality","per 100k population","All causes","male",508.9,"Gwangju","Seo-gu"
2015,24020,"mortality","per 100k population","All causes","female",280.8,"Gwangju","Seo-gu"
2015,24030,"mortality","per 100k population","All causes","total",357.1,"Gwangju","Nam-gu"
2015,24030,"mortality","per 100k population","All causes","male",473.2,"Gwangju","Nam-gu"
2015,24030,"mortality","per 100k population","All causes","female",267.8,"Gwangju","Nam-gu"
2015,24040,"mortality","per 100k population","All causes","total",383.9,"Gwangju","Buk-gu"
2015,24040,"mortality","per 100k population","All causes","male",524.7,"Gwangju","Buk-gu"
2015,24040,"mortality","per 100k population","All causes","female",278.2,"Gwangju","Buk-gu"
2015,24050,"mortality","per 100k population","All causes","total",393.8,"Gwangju","Gwangsan-gu"
2015,24050,"mortality","per 100k population","All causes","male",533.8,"Gwangju","Gwangsan-gu"
2015,24050,"mortality","per 100k population","All causes","female",297.4,"Gwangju","Gwangsan-gu"
2015,25010,"mortality","per 100k population","All causes","total",374.7,"Daejeon","Dong-gu"
2015,25010,"mortality","per 100k population","All causes","male",514.3,"Daejeon","Dong-gu"
2015,25010,"mortality","per 100k population","All causes","female",257.2,"Daejeon","Dong-gu"
2015,25020,"mortality","per 100k population","All causes","total",358,"Daejeon","Jung-gu"
2015,25020,"mortality","per 100k population","All causes","male",480.6,"Daejeon","Jung-gu"
2015,25020,"mortality","per 100k population","All causes","female",250.7,"Daejeon","Jung-gu"
2015,25030,"mortality","per 100k population","All causes","total",333.3,"Daejeon","Seo-gu"
2015,25030,"mortality","per 100k population","All causes","male",449.3,"Daejeon","Seo-gu"
2015,25030,"mortality","per 100k population","All causes","female",248.6,"Daejeon","Seo-gu"
2015,25040,"mortality","per 100k population","All causes","total",319.9,"Daejeon","Yuseong-gu"
2015,25040,"mortality","per 100k population","All causes","male",420.9,"Daejeon","Yuseong-gu"
2015,25040,"mortality","per 100k population","All causes","female",249.6,"Daejeon","Yuseong-gu"
2015,25050,"mortality","per 100k population","All causes","total",365.7,"Daejeon","Daedeok-gu"
2015,25050,"mortality","per 100k population","All causes","male",523.3,"Daejeon","Daedeok-gu"
2015,25050,"mortality","per 100k population","All causes","female",244.6,"Daejeon","Daedeok-gu"
2015,26010,"mortality","per 100k population","All causes","total",383,"Ulsan","Jung-gu"
2015,26010,"mortality","per 100k population","All causes","male",530.3,"Ulsan","Jung-gu"
2015,26010,"mortality","per 100k population","All causes","female",267.6,"Ulsan","Jung-gu"
2015,26020,"mortality","per 100k population","All causes","total",384,"Ulsan","Nam-gu"
2015,26020,"mortality","per 100k population","All causes","male",516.3,"Ulsan","Nam-gu"
2015,26020,"mortality","per 100k population","All causes","female",281.8,"Ulsan","Nam-gu"
2015,26030,"mortality","per 100k population","All causes","total",417.1,"Ulsan","Dong-gu"
2015,26030,"mortality","per 100k population","All causes","male",531.9,"Ulsan","Dong-gu"
2015,26030,"mortality","per 100k population","All causes","female",329.7,"Ulsan","Dong-gu"
2015,26040,"mortality","per 100k population","All causes","total",366.9,"Ulsan","Buk-gu"
2015,26040,"mortality","per 100k population","All causes","male",465.6,"Ulsan","Buk-gu"
2015,26040,"mortality","per 100k population","All causes","female",295.5,"Ulsan","Buk-gu"
2015,26310,"mortality","per 100k population","All causes","total",393,"Ulsan","Ulju-gun"
2015,26310,"mortality","per 100k population","All causes","male",517,"Ulsan","Ulju-gun"
2015,26310,"mortality","per 100k population","All causes","female",294.6,"Ulsan","Ulju-gun"
2015,29010,"mortality","per 100k population","All causes","total",360.4,"Sejong","Sejong"
2015,29010,"mortality","per 100k population","All causes","male",507.7,"Sejong","Sejong"
2015,29010,"mortality","per 100k population","All causes","female",249.7,"Sejong","Sejong"
2015,31010,"mortality","per 100k population","All causes","total",339.6,"Gyeonggi-do","Suwon-si"
2015,31010,"mortality","per 100k population","All causes","male",469.1,"Gyeonggi-do","Suwon-si"
2015,31010,"mortality","per 100k population","All causes","female",241.8,"Gyeonggi-do","Suwon-si"
2015,31011,"mortality","per 100k population","All causes","total",342.8,"Gyeonggi-do","Jangan-gu"
2015,31011,"mortality","per 100k population","All causes","male",468.7,"Gyeonggi-do","Jangan-gu"
2015,31011,"mortality","per 100k population","All causes","female",249.2,"Gyeonggi-do","Jangan-gu"
2015,31012,"mortality","per 100k population","All causes","total",337.3,"Gyeonggi-do","Gwonseon-gu"
2015,31012,"mortality","per 100k population","All causes","male",467.1,"Gyeonggi-do","Gwonseon-gu"
2015,31012,"mortality","per 100k population","All causes","female",234,"Gyeonggi-do","Gwonseon-gu"
2015,31013,"mortality","per 100k population","All causes","total",374.5,"Gyeonggi-do","Paldal-gu"
2015,31013,"mortality","per 100k population","All causes","male",547.2,"Gyeonggi-do","Paldal-gu"
2015,31013,"mortality","per 100k population","All causes","female",239.3,"Gyeonggi-do","Paldal-gu"
2015,31014,"mortality","per 100k population","All causes","total",313.3,"Gyeonggi-do","Yeongtong-gu"
2015,31014,"mortality","per 100k population","All causes","male",411.3,"Gyeonggi-do","Yeongtong-gu"
2015,31014,"mortality","per 100k population","All causes","female",245.6,"Gyeonggi-do","Yeongtong-gu"
2015,31021,"mortality","per 100k population","All causes","total",384.5,"Gyeonggi-do","Seongnam-si"
2015,31021,"mortality","per 100k population","All causes","male",524.3,"Gyeonggi-do","Seongnam-si"
2015,31021,"mortality","per 100k population","All causes","female",263.3,"Gyeonggi-do","Seongnam-si"
2015,31022,"mortality","per 100k population","All causes","total",390.8,"Gyeonggi-do","Jungwon-gu"
2015,31022,"mortality","per 100k population","All causes","male",539.9,"Gyeonggi-do","Jungwon-gu"
2015,31022,"mortality","per 100k population","All causes","female",273.9,"Gyeonggi-do","Jungwon-gu"
2015,31023,"mortality","per 100k population","All causes","total",244.4,"Gyeonggi-do","Bundang-gu"
2015,31023,"mortality","per 100k population","All causes","male",315.8,"Gyeonggi-do","Bundang-gu"
2015,31023,"mortality","per 100k population","All causes","female",192.5,"Gyeonggi-do","Bundang-gu"
2015,31030,"mortality","per 100k population","All causes","total",334.2,"Gyeonggi-do","Uijeongbu-si"
2015,31030,"mortality","per 100k population","All causes","male",468.5,"Gyeonggi-do","Uijeongbu-si"
2015,31030,"mortality","per 100k population","All causes","female",226.7,"Gyeonggi-do","Uijeongbu-si"
2015,31040,"mortality","per 100k population","All causes","total",300.9,"Gyeonggi-do","Anyang-si"
2015,31040,"mortality","per 100k population","All causes","male",408.6,"Gyeonggi-do","Anyang-si"
2015,31040,"mortality","per 100k population","All causes","female",219.7,"Gyeonggi-do","Anyang-si"
2015,31041,"mortality","per 100k population","All causes","total",335.4,"Gyeonggi-do","Manan-gu"
2015,31041,"mortality","per 100k population","All causes","male",455.3,"Gyeonggi-do","Manan-gu"
2015,31041,"mortality","per 100k population","All causes","female",238.5,"Gyeonggi-do","Manan-gu"
2015,31042,"mortality","per 100k population","All causes","total",273.8,"Gyeonggi-do","Dongan-gu"
2015,31042,"mortality","per 100k population","All causes","male",370.1,"Gyeonggi-do","Dongan-gu"
2015,31042,"mortality","per 100k population","All causes","female",206.6,"Gyeonggi-do","Dongan-gu"
2015,31050,"mortality","per 100k population","All causes","total",339.6,"Gyeonggi-do","Bucheon-si"
2015,31050,"mortality","per 100k population","All causes","male",458.9,"Gyeonggi-do","Bucheon-si"
2015,31050,"mortality","per 100k population","All causes","female",243.6,"Gyeonggi-do","Bucheon-si"
2015,31051,"mortality","per 100k population","All causes","total",338,"Gyeonggi-do","Wonmi-gu"
2015,31051,"mortality","per 100k population","All causes","male",448.4,"Gyeonggi-do","Wonmi-gu"
2015,31051,"mortality","per 100k population","All causes","female",247.2,"Gyeonggi-do","Wonmi-gu"
2015,31052,"mortality","per 100k population","All causes","total",327,"Gyeonggi-do","Sosa-gu"
2015,31052,"mortality","per 100k population","All causes","male",447.3,"Gyeonggi-do","Sosa-gu"
2015,31052,"mortality","per 100k population","All causes","female",228.4,"Gyeonggi-do","Sosa-gu"
2015,31053,"mortality","per 100k population","All causes","total",360.2,"Gyeonggi-do","Ojeong-gu"
2015,31053,"mortality","per 100k population","All causes","male",500.3,"Gyeonggi-do","Ojeong-gu"
2015,31053,"mortality","per 100k population","All causes","female",253.6,"Gyeonggi-do","Ojeong-gu"
2015,31060,"mortality","per 100k population","All causes","total",321.7,"Gyeonggi-do","Gwangmyeong-si"
2015,31060,"mortality","per 100k population","All causes","male",427.3,"Gyeonggi-do","Gwangmyeong-si"
2015,31060,"mortality","per 100k population","All causes","female",241,"Gyeonggi-do","Gwangmyeong-si"
2015,31070,"mortality","per 100k population","All causes","total",360.3,"Gyeonggi-do","Pyeongtaek-si"
2015,31070,"mortality","per 100k population","All causes","male",491.9,"Gyeonggi-do","Pyeongtaek-si"
2015,31070,"mortality","per 100k population","All causes","female",260.6,"Gyeonggi-do","Pyeongtaek-si"
2015,31080,"mortality","per 100k population","All causes","total",395.5,"Gyeonggi-do","Dongducheon-si"
2015,31080,"mortality","per 100k population","All causes","male",548.3,"Gyeonggi-do","Dongducheon-si"
2015,31080,"mortality","per 100k population","All causes","female",275,"Gyeonggi-do","Dongducheon-si"
2015,31090,"mortality","per 100k population","All causes","total",344,"Gyeonggi-do","Ansan-si"
2015,31090,"mortality","per 100k population","All causes","male",471.1,"Gyeonggi-do","Ansan-si"
2015,31090,"mortality","per 100k population","All causes","female",246,"Gyeonggi-do","Ansan-si"
2015,31091,"mortality","per 100k population","All causes","total",341.4,"Gyeonggi-do","Sangnok-gu"
2015,31091,"mortality","per 100k population","All causes","male",463.4,"Gyeonggi-do","Sangnok-gu"
2015,31091,"mortality","per 100k population","All causes","female",249.7,"Gyeonggi-do","Sangnok-gu"
2015,31092,"mortality","per 100k population","All causes","total",346.5,"Gyeonggi-do","Danwon-gu"
2015,31092,"mortality","per 100k population","All causes","male",479.8,"Gyeonggi-do","Danwon-gu"
2015,31092,"mortality","per 100k population","All causes","female",241.2,"Gyeonggi-do","Danwon-gu"
2015,31100,"mortality","per 100k population","All causes","total",312,"Gyeonggi-do","Goyang-si"
2015,31100,"mortality","per 100k population","All causes","male",426.5,"Gyeonggi-do","Goyang-si"
2015,31100,"mortality","per 100k population","All causes","female",225.7,"Gyeonggi-do","Goyang-si"
2015,31101,"mortality","per 100k population","All causes","total",335.1,"Gyeonggi-do","Deokyang-gu"
2015,31101,"mortality","per 100k population","All causes","male",467.3,"Gyeonggi-do","Deokyang-gu"
2015,31101,"mortality","per 100k population","All causes","female",234.4,"Gyeonggi-do","Deokyang-gu"
2015,31103,"mortality","per 100k population","All causes","total",300.9,"Gyeonggi-do","Ilsandong-gu"
2015,31103,"mortality","per 100k population","All causes","male",393.1,"Gyeonggi-do","Ilsandong-gu"
2015,31103,"mortality","per 100k population","All causes","female",232.9,"Gyeonggi-do","Ilsandong-gu"
2015,31104,"mortality","per 100k population","All causes","total",285.2,"Gyeonggi-do","Ilsanseo-gu"
2015,31104,"mortality","per 100k population","All causes","male",391.2,"Gyeonggi-do","Ilsanseo-gu"
2015,31104,"mortality","per 100k population","All causes","female",206.6,"Gyeonggi-do","Ilsanseo-gu"
2015,31110,"mortality","per 100k population","All causes","total",253.3,"Gyeonggi-do","Gwacheon-si"
2015,31110,"mortality","per 100k population","All causes","male",352.5,"Gyeonggi-do","Gwacheon-si"
2015,31110,"mortality","per 100k population","All causes","female",186.8,"Gyeonggi-do","Gwacheon-si"
2015,31120,"mortality","per 100k population","All causes","total",318.3,"Gyeonggi-do","Guri-si"
2015,31120,"mortality","per 100k population","All causes","male",432.5,"Gyeonggi-do","Guri-si"
2015,31120,"mortality","per 100k population","All causes","female",230,"Gyeonggi-do","Guri-si"
2015,31130,"mortality","per 100k population","All causes","total",324.4,"Gyeonggi-do","Namyangju-si"
2015,31130,"mortality","per 100k population","All causes","male",422,"Gyeonggi-do","Namyangju-si"
2015,31130,"mortality","per 100k population","All causes","female",247.4,"Gyeonggi-do","Namyangju-si"
2015,31140,"mortality","per 100k population","All causes","total",361.1,"Gyeonggi-do","Osan-si"
2015,31140,"mortality","per 100k population","All causes","male",506,"Gyeonggi-do","Osan-si"
2015,31140,"mortality","per 100k population","All causes","female",253.8,"Gyeonggi-do","Osan-si"
2015,31150,"mortality","per 100k population","All causes","total",346.9,"Gyeonggi-do","Siheung-si"
2015,31150,"mortality","per 100k population","All causes","male",478.1,"Gyeonggi-do","Siheung-si"
2015,31150,"mortality","per 100k population","All causes","female",245.3,"Gyeonggi-do","Siheung-si"
2015,31160,"mortality","per 100k population","All causes","total",275.8,"Gyeonggi-do","Gunpo-si"
2015,31160,"mortality","per 100k population","All causes","male",373.8,"Gyeonggi-do","Gunpo-si"
2015,31160,"mortality","per 100k population","All causes","female",199.9,"Gyeonggi-do","Gunpo-si"
2015,31170,"mortality","per 100k population","All causes","total",294.6,"Gyeonggi-do","Uiwang-si"
2015,31170,"mortality","per 100k population","All causes","male",417.7,"Gyeonggi-do","Uiwang-si"
2015,31170,"mortality","per 100k population","All causes","female",206.8,"Gyeonggi-do","Uiwang-si"
2015,31180,"mortality","per 100k population","All causes","total",354.2,"Gyeonggi-do","Hanam-si"
2015,31180,"mortality","per 100k population","All causes","male",468.8,"Gyeonggi-do","Hanam-si"
2015,31180,"mortality","per 100k population","All causes","female",267.5,"Gyeonggi-do","Hanam-si"
2015,31190,"mortality","per 100k population","All causes","total",287,"Gyeonggi-do","Yongin-si"
2015,31190,"mortality","per 100k population","All causes","male",375.9,"Gyeonggi-do","Yongin-si"
2015,31190,"mortality","per 100k population","All causes","female",211.2,"Gyeonggi-do","Yongin-si"
2015,31191,"mortality","per 100k population","All causes","total",377,"Gyeonggi-do","Cheoin-gu"
2015,31191,"mortality","per 100k population","All causes","male",485.9,"Gyeonggi-do","Cheoin-gu"
2015,31191,"mortality","per 100k population","All causes","female",276.8,"Gyeonggi-do","Cheoin-gu"
2015,31192,"mortality","per 100k population","All causes","total",274.4,"Gyeonggi-do","Giheung-gu"
2015,31192,"mortality","per 100k population","All causes","male",372.6,"Gyeonggi-do","Giheung-gu"
2015,31192,"mortality","per 100k population","All causes","female",193,"Gyeonggi-do","Giheung-gu"
2015,31193,"mortality","per 100k population","All causes","total",236.1,"Gyeonggi-do","Suji-gu"
2015,31193,"mortality","per 100k population","All causes","male",301.5,"Gyeonggi-do","Suji-gu"
2015,31193,"mortality","per 100k population","All causes","female",181.4,"Gyeonggi-do","Suji-gu"
2015,31200,"mortality","per 100k population","All causes","total",354.4,"Gyeonggi-do","Paju-si"
2015,31200,"mortality","per 100k population","All causes","male",480.1,"Gyeonggi-do","Paju-si"
2015,31200,"mortality","per 100k population","All causes","female",251.4,"Gyeonggi-do","Paju-si"
2015,31210,"mortality","per 100k population","All causes","total",346.1,"Gyeonggi-do","Icheon-si"
2015,31210,"mortality","per 100k population","All causes","male",473.9,"Gyeonggi-do","Icheon-si"
2015,31210,"mortality","per 100k population","All causes","female",242.4,"Gyeonggi-do","Icheon-si"
2015,31220,"mortality","per 100k population","All causes","total",362.9,"Gyeonggi-do","Anseong-si"
2015,31220,"mortality","per 100k population","All causes","male",511.4,"Gyeonggi-do","Anseong-si"
2015,31220,"mortality","per 100k population","All causes","female",247.6,"Gyeonggi-do","Anseong-si"
2015,31230,"mortality","per 100k population","All causes","total",311.4,"Gyeonggi-do","Gimpo-si"
2015,31230,"mortality","per 100k population","All causes","male",411.7,"Gyeonggi-do","Gimpo-si"
2015,31230,"mortality","per 100k population","All causes","female",235.1,"Gyeonggi-do","Gimpo-si"
2015,31240,"mortality","per 100k population","All causes","total",318.5,"Gyeonggi-do","Hwaseong-si"
2015,31240,"mortality","per 100k population","All causes","male",434.7,"Gyeonggi-do","Hwaseong-si"
2015,31240,"mortality","per 100k population","All causes","female",224.3,"Gyeonggi-do","Hwaseong-si"
2015,31250,"mortality","per 100k population","All causes","total",335.9,"Gyeonggi-do","Gwangju-si"
2015,31250,"mortality","per 100k population","All causes","male",450.7,"Gyeonggi-do","Gwangju-si"
2015,31250,"mortality","per 100k population","All causes","female",235.7,"Gyeonggi-do","Gwangju-si"
2015,31260,"mortality","per 100k population","All causes","total",344.3,"Gyeonggi-do","Yangju-si"
2015,31260,"mortality","per 100k population","All causes","male",458.1,"Gyeonggi-do","Yangju-si"
2015,31260,"mortality","per 100k population","All causes","female",244.8,"Gyeonggi-do","Yangju-si"
2015,31270,"mortality","per 100k population","All causes","total",414.3,"Gyeonggi-do","Pocheon-si"
2015,31270,"mortality","per 100k population","All causes","male",564,"Gyeonggi-do","Pocheon-si"
2015,31270,"mortality","per 100k population","All causes","female",280.2,"Gyeonggi-do","Pocheon-si"
2015,31280,"mortality","per 100k population","All causes","total",373,"Gyeonggi-do","Yeoju-si"
2015,31280,"mortality","per 100k population","All causes","male",485.7,"Gyeonggi-do","Yeoju-si"
2015,31280,"mortality","per 100k population","All causes","female",281.7,"Gyeonggi-do","Yeoju-si"
2015,31350,"mortality","per 100k population","All causes","total",408.5,"Gyeonggi-do","Yeoncheon-gun"
2015,31350,"mortality","per 100k population","All causes","male",559.9,"Gyeonggi-do","Yeoncheon-gun"
2015,31350,"mortality","per 100k population","All causes","female",272.4,"Gyeonggi-do","Yeoncheon-gun"
2015,31370,"mortality","per 100k population","All causes","total",387.3,"Gyeonggi-do","Gapyeong-gun"
2015,31370,"mortality","per 100k population","All causes","male",523,"Gyeonggi-do","Gapyeong-gun"
2015,31370,"mortality","per 100k population","All causes","female",261.9,"Gyeonggi-do","Gapyeong-gun"
2015,31380,"mortality","per 100k population","All causes","total",373.3,"Gyeonggi-do","Yangpyeong-gun"
2015,31380,"mortality","per 100k population","All causes","male",470.7,"Gyeonggi-do","Yangpyeong-gun"
2015,31380,"mortality","per 100k population","All causes","female",288.5,"Gyeonggi-do","Yangpyeong-gun"
2015,32010,"mortality","per 100k population","All causes","total",352.8,"Gangwon-do","Chuncheon-si"
2015,32010,"mortality","per 100k population","All causes","male",490.1,"Gangwon-do","Chuncheon-si"
2015,32010,"mortality","per 100k population","All causes","female",245.5,"Gangwon-do","Chuncheon-si"
2015,32020,"mortality","per 100k population","All causes","total",368.8,"Gangwon-do","Wonju-si"
2015,32020,"mortality","per 100k population","All causes","male",512.4,"Gangwon-do","Wonju-si"
2015,32020,"mortality","per 100k population","All causes","female",255.2,"Gangwon-do","Wonju-si"
2015,32030,"mortality","per 100k population","All causes","total",360.8,"Gangwon-do","Gangneung-si"
2015,32030,"mortality","per 100k population","All causes","male",520.8,"Gangwon-do","Gangneung-si"
2015,32030,"mortality","per 100k population","All causes","female",233.8,"Gangwon-do","Gangneung-si"
2015,32040,"mortality","per 100k population","All causes","total",413.8,"Gangwon-do","Donghae-si"
2015,32040,"mortality","per 100k population","All causes","male",540.4,"Gangwon-do","Donghae-si"
2015,32040,"mortality","per 100k population","All causes","female",317.4,"Gangwon-do","Donghae-si"
2015,32050,"mortality","per 100k population","All causes","total",428.4,"Gangwon-do","Taebaek-si"
2015,32050,"mortality","per 100k population","All causes","male",607.8,"Gangwon-do","Taebaek-si"
2015,32050,"mortality","per 100k population","All causes","female",269.9,"Gangwon-do","Taebaek-si"
2015,32060,"mortality","per 100k population","All causes","total",398.8,"Gangwon-do","Sokcho-si"
2015,32060,"mortality","per 100k population","All causes","male",577.2,"Gangwon-do","Sokcho-si"
2015,32060,"mortality","per 100k population","All causes","female",255.1,"Gangwon-do","Sokcho-si"
2015,32070,"mortality","per 100k population","All causes","total",391.7,"Gangwon-do","Samcheok-si"
2015,32070,"mortality","per 100k population","All causes","male",602.8,"Gangwon-do","Samcheok-si"
2015,32070,"mortality","per 100k population","All causes","female",236.2,"Gangwon-do","Samcheok-si"
2015,32310,"mortality","per 100k population","All causes","total",385.3,"Gangwon-do","Hongcheon-gun"
2015,32310,"mortality","per 100k population","All causes","male",507.8,"Gangwon-do","Hongcheon-gun"
2015,32310,"mortality","per 100k population","All causes","female",283.2,"Gangwon-do","Hongcheon-gun"
2015,32320,"mortality","per 100k population","All causes","total",365.9,"Gangwon-do","Hoengseong-gun"
2015,32320,"mortality","per 100k population","All causes","male",488.2,"Gangwon-do","Hoengseong-gun"
2015,32320,"mortality","per 100k population","All causes","female",263.3,"Gangwon-do","Hoengseong-gun"
2015,32330,"mortality","per 100k population","All causes","total",392.6,"Gangwon-do","Yeongwol-gun"
2015,32330,"mortality","per 100k population","All causes","male",534.2,"Gangwon-do","Yeongwol-gun"
2015,32330,"mortality","per 100k population","All causes","female",277,"Gangwon-do","Yeongwol-gun"
2015,32340,"mortality","per 100k population","All causes","total",407.5,"Gangwon-do","Pyeongchang-gun"
2015,32340,"mortality","per 100k population","All causes","male",554.8,"Gangwon-do","Pyeongchang-gun"
2015,32340,"mortality","per 100k population","All causes","female",268.1,"Gangwon-do","Pyeongchang-gun"
2015,32350,"mortality","per 100k population","All causes","total",434.2,"Gangwon-do","Jeongseon-gun"
2015,32350,"mortality","per 100k population","All causes","male",673.4,"Gangwon-do","Jeongseon-gun"
2015,32350,"mortality","per 100k population","All causes","female",213.7,"Gangwon-do","Jeongseon-gun"
2015,32360,"mortality","per 100k population","All causes","total",396,"Gangwon-do","Cheolwon-gun"
2015,32360,"mortality","per 100k population","All causes","male",526.1,"Gangwon-do","Cheolwon-gun"
2015,32360,"mortality","per 100k population","All causes","female",301.9,"Gangwon-do","Cheolwon-gun"
2015,32370,"mortality","per 100k population","All causes","total",347.8,"Gangwon-do","Hwacheon-gun"
2015,32370,"mortality","per 100k population","All causes","male",492.7,"Gangwon-do","Hwacheon-gun"
2015,32370,"mortality","per 100k population","All causes","female",230.2,"Gangwon-do","Hwacheon-gun"
2015,32380,"mortality","per 100k population","All causes","total",430.9,"Gangwon-do","Yanggu-gun"
2015,32380,"mortality","per 100k population","All causes","male",609.3,"Gangwon-do","Yanggu-gun"
2015,32380,"mortality","per 100k population","All causes","female",305.3,"Gangwon-do","Yanggu-gun"
2015,32390,"mortality","per 100k population","All causes","total",413.3,"Gangwon-do","Inje-gun"
2015,32390,"mortality","per 100k population","All causes","male",614.3,"Gangwon-do","Inje-gun"
2015,32390,"mortality","per 100k population","All causes","female",247.7,"Gangwon-do","Inje-gun"
2015,32400,"mortality","per 100k population","All causes","total",414,"Gangwon-do","Goseong-gun"
2015,32400,"mortality","per 100k population","All causes","male",548.9,"Gangwon-do","Goseong-gun"
2015,32400,"mortality","per 100k population","All causes","female",315.2,"Gangwon-do","Goseong-gun"
2015,32410,"mortality","per 100k population","All causes","total",379.4,"Gangwon-do","Yangyang-gun"
2015,32410,"mortality","per 100k population","All causes","male",506.1,"Gangwon-do","Yangyang-gun"
2015,32410,"mortality","per 100k population","All causes","female",287.5,"Gangwon-do","Yangyang-gun"
2015,33020,"mortality","per 100k population","All causes","total",380.5,"Chungcheongbuk-do","Chungju-si"
2015,33020,"mortality","per 100k population","All causes","male",545.7,"Chungcheongbuk-do","Chungju-si"
2015,33020,"mortality","per 100k population","All causes","female",257.2,"Chungcheongbuk-do","Chungju-si"
2015,33030,"mortality","per 100k population","All causes","total",386.2,"Chungcheongbuk-do","Jecheon-si"
2015,33030,"mortality","per 100k population","All causes","male",535,"Chungcheongbuk-do","Jecheon-si"
