"adm1","adm1_code","adm2","adm2_code","year","type","class1","class2","unit","value"
"Seoul",11,"Jongno-gu",11010,2015,"housing","vacant housing","fraction","percent",2.8
"Seoul",11,"Jongno-gu",11010,2015,"housing","vacant housing","number of vacant housing","count",1216
"Seoul",11,"Jongno-gu",11010,2015,"housing","vacant housing","total number of housing","count",43550
"Seoul",11,"Jung-gu",11020,2015,"housing","vacant housing","fraction","percent",1.9
"Seoul",11,"Jung-gu",11020,2015,"housing","vacant housing","number of vacant housing","count",727
"Seoul",11,"Jung-gu",11020,2015,"housing","vacant housing","total number of housing","count",37478
"Seoul",11,"Yongsan-gu",11030,2015,"housing","vacant housing","fraction","percent",7.3
"Seoul",11,"Yongsan-gu",11030,2015,"housing","vacant housing","number of vacant housing","count",5136
"Seoul",11,"Yongsan-gu",11030,2015,"housing","vacant housing","total number of housing","count",70723
"Seoul",11,"Seongdong-gu",11040,2015,"housing","vacant housing","fraction","percent",4.5
"Seoul",11,"Seongdong-gu",11040,2015,"housing","vacant housing","number of vacant housing","count",3680
"Seoul",11,"Seongdong-gu",11040,2015,"housing","vacant housing","total number of housing","count",82331
"Seoul",11,"Gwangjin-gu",11050,2015,"housing","vacant housing","fraction","percent",0.8
"Seoul",11,"Gwangjin-gu",11050,2015,"housing","vacant housing","number of vacant housing","count",669
"Seoul",11,"Gwangjin-gu",11050,2015,"housing","vacant housing","total number of housing","count",79393
"Seoul",11,"Dongdaemun-gu",11060,2015,"housing","vacant housing","fraction","percent",3.9
"Seoul",11,"Dongdaemun-gu",11060,2015,"housing","vacant housing","number of vacant housing","count",3839
"Seoul",11,"Dongdaemun-gu",11060,2015,"housing","vacant housing","total number of housing","count",98203
"Seoul",11,"Jungnang-gu",11070,2015,"housing","vacant housing","fraction","percent",1.5
"Seoul",11,"Jungnang-gu",11070,2015,"housing","vacant housing","number of vacant housing","count",1454
"Seoul",11,"Jungnang-gu",11070,2015,"housing","vacant housing","total number of housing","count",99265
"Seoul",11,"Seongbuk-gu",11080,2015,"housing","vacant housing","fraction","percent",1.7
"Seoul",11,"Seongbuk-gu",11080,2015,"housing","vacant housing","number of vacant housing","count",2168
"Seoul",11,"Seongbuk-gu",11080,2015,"housing","vacant housing","total number of housing","count",128046
"Seoul",11,"Gangbuk-gu",11090,2015,"housing","vacant housing","fraction","percent",2.1
"Seoul",11,"Gangbuk-gu",11090,2015,"housing","vacant housing","number of vacant housing","count",1887
"Seoul",11,"Gangbuk-gu",11090,2015,"housing","vacant housing","total number of housing","count",91806
"Seoul",11,"Dobong-gu",11100,2015,"housing","vacant housing","fraction","percent",1.8
"Seoul",11,"Dobong-gu",11100,2015,"housing","vacant housing","number of vacant housing","count",1889
"Seoul",11,"Dobong-gu",11100,2015,"housing","vacant housing","total number of housing","count",102443
"Seoul",11,"Nowon-gu",11110,2015,"housing","vacant housing","fraction","percent",2
"Seoul",11,"Nowon-gu",11110,2015,"housing","vacant housing","number of vacant housing","count",3790
"Seoul",11,"Nowon-gu",11110,2015,"housing","vacant housing","total number of housing","count",186626
"Seoul",11,"Eunpyeong-gu",11120,2015,"housing","vacant housing","fraction","percent",2.4
"Seoul",11,"Eunpyeong-gu",11120,2015,"housing","vacant housing","number of vacant housing","count",3307
"Seoul",11,"Eunpyeong-gu",11120,2015,"housing","vacant housing","total number of housing","count",140330
"Seoul",11,"Seodaemun-gu",11130,2015,"housing","vacant housing","fraction","percent",7.5
"Seoul",11,"Seodaemun-gu",11130,2015,"housing","vacant housing","number of vacant housing","count",7007
"Seoul",11,"Seodaemun-gu",11130,2015,"housing","vacant housing","total number of housing","count",92885
"Seoul",11,"Mapo-gu",11140,2015,"housing","vacant housing","fraction","percent",3.2
"Seoul",11,"Mapo-gu",11140,2015,"housing","vacant housing","number of vacant housing","count",3767
"Seoul",11,"Mapo-gu",11140,2015,"housing","vacant housing","total number of housing","count",116135
"Seoul",11,"Yangcheon-gu",11150,2015,"housing","vacant housing","fraction","percent",1.6
"Seoul",11,"Yangcheon-gu",11150,2015,"housing","vacant housing","number of vacant housing","count",2199
"Seoul",11,"Yangcheon-gu",11150,2015,"housing","vacant housing","total number of housing","count",134097
"Seoul",11,"Gangseo-gu",11160,2015,"housing","vacant housing","fraction","percent",3.1
"Seoul",11,"Gangseo-gu",11160,2015,"housing","vacant housing","number of vacant housing","count",5510
"Seoul",11,"Gangseo-gu",11160,2015,"housing","vacant housing","total number of housing","count",179045
"Seoul",11,"Guro-gu",11170,2015,"housing","vacant housing","fraction","percent",1.8
"Seoul",11,"Guro-gu",11170,2015,"housing","vacant housing","number of vacant housing","count",2138
"Seoul",11,"Guro-gu",11170,2015,"housing","vacant housing","total number of housing","count",118047
"Seoul",11,"Geumcheon-gu",11180,2015,"housing","vacant housing","fraction","percent",0.7
"Seoul",11,"Geumcheon-gu",11180,2015,"housing","vacant housing","number of vacant housing","count",397
"Seoul",11,"Geumcheon-gu",11180,2015,"housing","vacant housing","total number of housing","count",57096
"Seoul",11,"Yeongdeungpo-gu",11190,2015,"housing","vacant housing","fraction","percent",2.1
"Seoul",11,"Yeongdeungpo-gu",11190,2015,"housing","vacant housing","number of vacant housing","count",2046
"Seoul",11,"Yeongdeungpo-gu",11190,2015,"housing","vacant housing","total number of housing","count",96195
"Seoul",11,"Dongjak-gu",11200,2015,"housing","vacant housing","fraction","percent",1.3
"Seoul",11,"Dongjak-gu",11200,2015,"housing","vacant housing","number of vacant housing","count",1441
"Seoul",11,"Dongjak-gu",11200,2015,"housing","vacant housing","total number of housing","count",109362
"Seoul",11,"Gwanak-gu",11210,2015,"housing","vacant housing","fraction","percent",0.8
"Seoul",11,"Gwanak-gu",11210,2015,"housing","vacant housing","number of vacant housing","count",946
"Seoul",11,"Gwanak-gu",11210,2015,"housing","vacant housing","total number of housing","count",121277
"Seoul",11,"Seocho-gu",11220,2015,"housing","vacant housing","fraction","percent",2.7
"Seoul",11,"Seocho-gu",11220,2015,"housing","vacant housing","number of vacant housing","count",3362
"Seoul",11,"Seocho-gu",11220,2015,"housing","vacant housing","total number of housing","count",125403
"Seoul",11,"Gangnam-gu",11230,2015,"housing","vacant housing","fraction","percent",6.7
"Seoul",11,"Gangnam-gu",11230,2015,"housing","vacant housing","number of vacant housing","count",11764
"Seoul",11,"Gangnam-gu",11230,2015,"housing","vacant housing","total number of housing","count",176654
"Seoul",11,"Songpa-gu",11240,2015,"housing","vacant housing","fraction","percent",1.7
"Seoul",11,"Songpa-gu",11240,2015,"housing","vacant housing","number of vacant housing","count",3255
"Seoul",11,"Songpa-gu",11240,2015,"housing","vacant housing","total number of housing","count",187030
"Seoul",11,"Gangdong-gu",11250,2015,"housing","vacant housing","fraction","percent",4.6
"Seoul",11,"Gangdong-gu",11250,2015,"housing","vacant housing","number of vacant housing","count",5455
"Seoul",11,"Gangdong-gu",11250,2015,"housing","vacant housing","total number of housing","count",119824
"Busan",21,"Jung-gu",21010,2015,"housing","vacant housing","fraction","percent",11.5
"Busan",21,"Jung-gu",21010,2015,"housing","vacant housing","number of vacant housing","count",1894
"Busan",21,"Jung-gu",21010,2015,"housing","vacant housing","total number of housing","count",16464
"Busan",21,"Seo-gu",21020,2015,"housing","vacant housing","fraction","percent",9.3
"Busan",21,"Seo-gu",21020,2015,"housing","vacant housing","number of vacant housing","count",3694
"Busan",21,"Seo-gu",21020,2015,"housing","vacant housing","total number of housing","count",39725
"Busan",21,"Dong-gu",21030,2015,"housing","vacant housing","fraction","percent",8.5
"Busan",21,"Dong-gu",21030,2015,"housing","vacant housing","number of vacant housing","count",2564
"Busan",21,"Dong-gu",21030,2015,"housing","vacant housing","total number of housing","count",30235
"Busan",21,"Yeongdo-gu",21040,2015,"housing","vacant housing","fraction","percent",7.5
"Busan",21,"Yeongdo-gu",21040,2015,"housing","vacant housing","number of vacant housing","count",3446
"Busan",21,"Yeongdo-gu",21040,2015,"housing","vacant housing","total number of housing","count",45992
"Busan",21,"Busanjin-gu",21050,2015,"housing","vacant housing","fraction","percent",8.4
"Busan",21,"Busanjin-gu",21050,2015,"housing","vacant housing","number of vacant housing","count",11077
"Busan",21,"Busanjin-gu",21050,2015,"housing","vacant housing","total number of housing","count",131457
"Busan",21,"Dongnae-gu",21060,2015,"housing","vacant housing","fraction","percent",5.3
"Busan",21,"Dongnae-gu",21060,2015,"housing","vacant housing","number of vacant housing","count",4397
"Busan",21,"Dongnae-gu",21060,2015,"housing","vacant housing","total number of housing","count",82667
"Busan",21,"Nam-gu",21070,2015,"housing","vacant housing","fraction","percent",10
"Busan",21,"Nam-gu",21070,2015,"housing","vacant housing","number of vacant housing","count",9992
"Busan",21,"Nam-gu",21070,2015,"housing","vacant housing","total number of housing","count",100079
"Busan",21,"Buk-gu",21080,2015,"housing","vacant housing","fraction","percent",8.1
"Busan",21,"Buk-gu",21080,2015,"housing","vacant housing","number of vacant housing","count",8458
"Busan",21,"Buk-gu",21080,2015,"housing","vacant housing","total number of housing","count",104993
"Busan",21,"Haeundae-gu",21090,2015,"housing","vacant housing","fraction","percent",7.2
"Busan",21,"Haeundae-gu",21090,2015,"housing","vacant housing","number of vacant housing","count",10075
"Busan",21,"Haeundae-gu",21090,2015,"housing","vacant housing","total number of housing","count",139199
"Busan",21,"Saha-gu",21100,2015,"housing","vacant housing","fraction","percent",5.1
"Busan",21,"Saha-gu",21100,2015,"housing","vacant housing","number of vacant housing","count",5611
"Busan",21,"Saha-gu",21100,2015,"housing","vacant housing","total number of housing","count",110491
"Busan",21,"Geumjeong-gu",21110,2015,"housing","vacant housing","fraction","percent",8.1
"Busan",21,"Geumjeong-gu",21110,2015,"housing","vacant housing","number of vacant housing","count",6468
"Busan",21,"Geumjeong-gu",21110,2015,"housing","vacant housing","total number of housing","count",79553
"Busan",21,"Gangseo-gu",21120,2015,"housing","vacant housing","fraction","percent",12.2
"Busan",21,"Gangseo-gu",21120,2015,"housing","vacant housing","number of vacant housing","count",3667
"Busan",21,"Gangseo-gu",21120,2015,"housing","vacant housing","total number of housing","count",30060
"Busan",21,"Yeonje-gu",21130,2015,"housing","vacant housing","fraction","percent",6.9
"Busan",21,"Yeonje-gu",21130,2015,"housing","vacant housing","number of vacant housing","count",4572
"Busan",21,"Yeonje-gu",21130,2015,"housing","vacant housing","total number of housing","count",66327
"Busan",21,"Suyeong-gu",21140,2015,"housing","vacant housing","fraction","percent",8.8
"Busan",21,"Suyeong-gu",21140,2015,"housing","vacant housing","number of vacant housing","count",5357
"Busan",21,"Suyeong-gu",21140,2015,"housing","vacant housing","total number of housing","count",61123
"Busan",21,"Sasang-gu",21150,2015,"housing","vacant housing","fraction","percent",2.4
"Busan",21,"Sasang-gu",21150,2015,"housing","vacant housing","number of vacant housing","count",1794
"Busan",21,"Sasang-gu",21150,2015,"housing","vacant housing","total number of housing","count",73863
NA,21,NA,21310,2015,"housing","vacant housing","fraction","percent",6.8
NA,21,NA,21310,2015,"housing","vacant housing","number of vacant housing","count",3560
NA,21,NA,21310,2015,"housing","vacant housing","total number of housing","count",52124
"Daegu",22,"Jung-gu",22010,2015,"housing","vacant housing","fraction","percent",7.2
"Daegu",22,"Jung-gu",22010,2015,"housing","vacant housing","number of vacant housing","count",1881
"Daegu",22,"Jung-gu",22010,2015,"housing","vacant housing","total number of housing","count",25954
"Daegu",22,"Dong-gu",22020,2015,"housing","vacant housing","fraction","percent",5.7
"Daegu",22,"Dong-gu",22020,2015,"housing","vacant housing","number of vacant housing","count",6392
"Daegu",22,"Dong-gu",22020,2015,"housing","vacant housing","total number of housing","count",112298
"Daegu",22,"Seo-gu",22030,2015,"housing","vacant housing","fraction","percent",2.7
"Daegu",22,"Seo-gu",22030,2015,"housing","vacant housing","number of vacant housing","count",1474
"Daegu",22,"Seo-gu",22030,2015,"housing","vacant housing","total number of housing","count",54382
"Daegu",22,"Nam-gu",22040,2015,"housing","vacant housing","fraction","percent",4.4
"Daegu",22,"Nam-gu",22040,2015,"housing","vacant housing","number of vacant housing","count",1862
"Daegu",22,"Nam-gu",22040,2015,"housing","vacant housing","total number of housing","count",41950
"Daegu",22,"Buk-gu",22050,2015,"housing","vacant housing","fraction","percent",2.9
"Daegu",22,"Buk-gu",22050,2015,"housing","vacant housing","number of vacant housing","count",3858
"Daegu",22,"Buk-gu",22050,2015,"housing","vacant housing","total number of housing","count",131259
"Daegu",22,"Suseong-gu",22060,2015,"housing","vacant housing","fraction","percent",4.1
"Daegu",22,"Suseong-gu",22060,2015,"housing","vacant housing","number of vacant housing","count",5446
"Daegu",22,"Suseong-gu",22060,2015,"housing","vacant housing","total number of housing","count",132563
"Daegu",22,"Dalseo-gu",22070,2015,"housing","vacant housing","fraction","percent",1.8
"Daegu",22,"Dalseo-gu",22070,2015,"housing","vacant housing","number of vacant housing","count",3092
"Daegu",22,"Dalseo-gu",22070,2015,"housing","vacant housing","total number of housing","count",176191
NA,22,NA,22310,2015,"housing","vacant housing","fraction","percent",8.8
NA,22,NA,22310,2015,"housing","vacant housing","number of vacant housing","count",5605
NA,22,NA,22310,2015,"housing","vacant housing","total number of housing","count",63503
"Incheon",23,"Jung-gu",23010,2015,"housing","vacant housing","fraction","percent",10.9
"Incheon",23,"Jung-gu",23010,2015,"housing","vacant housing","number of vacant housing","count",4499
"Incheon",23,"Jung-gu",23010,2015,"housing","vacant housing","total number of housing","count",41170
"Incheon",23,"Dong-gu",23020,2015,"housing","vacant housing","fraction","percent",6.4
"Incheon",23,"Dong-gu",23020,2015,"housing","vacant housing","number of vacant housing","count",1618
"Incheon",23,"Dong-gu",23020,2015,"housing","vacant housing","total number of housing","count",25474
"Incheon",23,"Nam-gu",23030,2015,"housing","vacant housing","fraction","percent",5.7
"Incheon",23,"Nam-gu",23030,2015,"housing","vacant housing","number of vacant housing","count",7623
"Incheon",23,"Nam-gu",23030,2015,"housing","vacant housing","total number of housing","count",133023
"Incheon",23,"Yeonsu-gu",23040,2015,"housing","vacant housing","fraction","percent",5.9
"Incheon",23,"Yeonsu-gu",23040,2015,"housing","vacant housing","number of vacant housing","count",5725
"Incheon",23,"Yeonsu-gu",23040,2015,"housing","vacant housing","total number of housing","count",96889
"Incheon",23,"Namdong-gu",23050,2015,"housing","vacant housing","fraction","percent",4
"Incheon",23,"Namdong-gu",23050,2015,"housing","vacant housing","number of vacant housing","count",6856
"Incheon",23,"Namdong-gu",23050,2015,"housing","vacant housing","total number of housing","count",171768
"Incheon",23,"Bupyeong-gu",23060,2015,"housing","vacant housing","fraction","percent",3.6
"Incheon",23,"Bupyeong-gu",23060,2015,"housing","vacant housing","number of vacant housing","count",6214
"Incheon",23,"Bupyeong-gu",23060,2015,"housing","vacant housing","total number of housing","count",173141
"Incheon",23,"Gyeyang-gu",23070,2015,"housing","vacant housing","fraction","percent",3.3
"Incheon",23,"Gyeyang-gu",23070,2015,"housing","vacant housing","number of vacant housing","count",3578
"Incheon",23,"Gyeyang-gu",23070,2015,"housing","vacant housing","total number of housing","count",107880
"Incheon",23,"Seo-gu",23080,2015,"housing","vacant housing","fraction","percent",4.1
"Incheon",23,"Seo-gu",23080,2015,"housing","vacant housing","number of vacant housing","count",6587
"Incheon",23,"Seo-gu",23080,2015,"housing","vacant housing","total number of housing","count",159559
NA,23,NA,23310,2015,"housing","vacant housing","fraction","percent",14.5
NA,23,NA,23310,2015,"housing","vacant housing","number of vacant housing","count",3861
NA,23,NA,23310,2015,"housing","vacant housing","total number of housing","count",26609
NA,23,NA,23320,2015,"housing","vacant housing","fraction","percent",12.5
NA,23,NA,23320,2015,"housing","vacant housing","number of vacant housing","count",841
NA,23,NA,23320,2015,"housing","vacant housing","total number of housing","count",6731
"Gwangju",24,"Dong-gu",24010,2015,"housing","vacant housing","fraction","percent",5.1
"Gwangju",24,"Dong-gu",24010,2015,"housing","vacant housing","number of vacant housing","count",1622
"Gwangju",24,"Dong-gu",24010,2015,"housing","vacant housing","total number of housing","count",32068
"Gwangju",24,"Seo-gu",24020,2015,"housing","vacant housing","fraction","percent",4.9
"Gwangju",24,"Seo-gu",24020,2015,"housing","vacant housing","number of vacant housing","count",4847
"Gwangju",24,"Seo-gu",24020,2015,"housing","vacant housing","total number of housing","count",97973
"Gwangju",24,"Nam-gu",24030,2015,"housing","vacant housing","fraction","percent",6
"Gwangju",24,"Nam-gu",24030,2015,"housing","vacant housing","number of vacant housing","count",4379
"Gwangju",24,"Nam-gu",24030,2015,"housing","vacant housing","total number of housing","count",73586
"Gwangju",24,"Buk-gu",24040,2015,"housing","vacant housing","fraction","percent",5.1
"Gwangju",24,"Buk-gu",24040,2015,"housing","vacant housing","number of vacant housing","count",7704
"Gwangju",24,"Buk-gu",24040,2015,"housing","vacant housing","total number of housing","count",149640
"Gwangju",24,"Gwangsan-gu",24050,2015,"housing","vacant housing","fraction","percent",6.1
"Gwangju",24,"Gwangsan-gu",24050,2015,"housing","vacant housing","number of vacant housing","count",8153
"Gwangju",24,"Gwangsan-gu",24050,2015,"housing","vacant housing","total number of housing","count",133260
"Daejeon",25,"Dong-gu",25010,2015,"housing","vacant housing","fraction","percent",4.5
"Daejeon",25,"Dong-gu",25010,2015,"housing","vacant housing","number of vacant housing","count",3496
"Daejeon",25,"Dong-gu",25010,2015,"housing","vacant housing","total number of housing","count",77218
"Daejeon",25,"Jung-gu",25020,2015,"housing","vacant housing","fraction","percent",4.8
"Daejeon",25,"Jung-gu",25020,2015,"housing","vacant housing","number of vacant housing","count",3881
"Daejeon",25,"Jung-gu",25020,2015,"housing","vacant housing","total number of housing","count",80402
"Daejeon",25,"Seo-gu",25030,2015,"housing","vacant housing","fraction","percent",5
"Daejeon",25,"Seo-gu",25030,2015,"housing","vacant housing","number of vacant housing","count",7241
"Daejeon",25,"Seo-gu",25030,2015,"housing","vacant housing","total number of housing","count",143769
"Daejeon",25,"Yuseong-gu",25040,2015,"housing","vacant housing","fraction","percent",8.3
"Daejeon",25,"Yuseong-gu",25040,2015,"housing","vacant housing","number of vacant housing","count",8780
"Daejeon",25,"Yuseong-gu",25040,2015,"housing","vacant housing","total number of housing","count",105937
"Daejeon",25,"Daedeok-gu",25050,2015,"housing","vacant housing","fraction","percent",4.9
"Daejeon",25,"Daedeok-gu",25050,2015,"housing","vacant housing","number of vacant housing","count",3021
"Daejeon",25,"Daedeok-gu",25050,2015,"housing","vacant housing","total number of housing","count",61559
"Ulsan",26,"Jung-gu",26010,2015,"housing","vacant housing","fraction","percent",4.6
"Ulsan",26,"Jung-gu",26010,2015,"housing","vacant housing","number of vacant housing","count",3182
"Ulsan",26,"Jung-gu",26010,2015,"housing","vacant housing","total number of housing","count",69071
"Ulsan",26,"Nam-gu",26020,2015,"housing","vacant housing","fraction","percent",5.8
"Ulsan",26,"Nam-gu",26020,2015,"housing","vacant housing","number of vacant housing","count",6046
"Ulsan",26,"Nam-gu",26020,2015,"housing","vacant housing","total number of housing","count",104365
"Ulsan",26,"Dong-gu",26030,2015,"housing","vacant housing","fraction","percent",8.5
"Ulsan",26,"Dong-gu",26030,2015,"housing","vacant housing","number of vacant housing","count",4549
"Ulsan",26,"Dong-gu",26030,2015,"housing","vacant housing","total number of housing","count",53323
"Ulsan",26,"Buk-gu",26040,2015,"housing","vacant housing","fraction","percent",3.3
"Ulsan",26,"Buk-gu",26040,2015,"housing","vacant housing","number of vacant housing","count",1928
"Ulsan",26,"Buk-gu",26040,2015,"housing","vacant housing","total number of housing","count",57734
NA,26,NA,26310,2015,"housing","vacant housing","fraction","percent",7.8
NA,26,NA,26310,2015,"housing","vacant housing","number of vacant housing","count",5718
NA,26,NA,26310,2015,"housing","vacant housing","total number of housing","count",73181
NA,NA,NA,NA,2015,"housing","vacant housing","fraction","percent",20.3
NA,NA,NA,NA,2015,"housing","vacant housing","number of vacant housing","count",16458
NA,NA,NA,NA,2015,"housing","vacant housing","total number of housing","count",81130
"Gyeonggi-do",31,"Suwon-si",31010,2015,"housing","vacant housing","fraction","percent",2.6
"Gyeonggi-do",31,"Suwon-si",31010,2015,"housing","vacant housing","number of vacant housing","count",8549
"Gyeonggi-do",31,"Suwon-si",31010,2015,"housing","vacant housing","total number of housing","count",329765
"Gyeonggi-do",31,"Seongnam-si",31020,2015,"housing","vacant housing","fraction","percent",2.6
"Gyeonggi-do",31,"Seongnam-si",31020,2015,"housing","vacant housing","number of vacant housing","count",6302
"Gyeonggi-do",31,"Seongnam-si",31020,2015,"housing","vacant housing","total number of housing","count",246604
"Gyeonggi-do",31,"Uijeongbu-si",31030,2015,"housing","vacant housing","fraction","percent",2.9
"Gyeonggi-do",31,"Uijeongbu-si",31030,2015,"housing","vacant housing","number of vacant housing","count",3812
"Gyeonggi-do",31,"Uijeongbu-si",31030,2015,"housing","vacant housing","total number of housing","count",129368
"Gyeonggi-do",31,"Anyang-si",31040,2015,"housing","vacant housing","fraction","percent",1.9
"Gyeonggi-do",31,"Anyang-si",31040,2015,"housing","vacant housing","number of vacant housing","count",3225
"Gyeonggi-do",31,"Anyang-si",31040,2015,"housing","vacant housing","total number of housing","count",172042
"Gyeonggi-do",31,"Bucheon-si",31050,2015,"housing","vacant housing","fraction","percent",3.2
"Gyeonggi-do",31,"Bucheon-si",31050,2015,"housing","vacant housing","number of vacant housing","count",8003
"Gyeonggi-do",31,"Bucheon-si",31050,2015,"housing","vacant housing","total number of housing","count",247576
"Gyeonggi-do",31,"Gwangmyeong-si",31060,2015,"housing","vacant housing","fraction","percent",1.5
"Gyeonggi-do",31,"Gwangmyeong-si",31060,2015,"housing","vacant housing","number of vacant housing","count",1595
"Gyeonggi-do",31,"Gwangmyeong-si",31060,2015,"housing","vacant housing","total number of housing","count",103663
"Gyeonggi-do",31,"Pyeongtaek-si",31070,2015,"housing","vacant housing","fraction","percent",11
"Gyeonggi-do",31,"Pyeongtaek-si",31070,2015,"housing","vacant housing","number of vacant housing","count",17086
"Gyeonggi-do",31,"Pyeongtaek-si",31070,2015,"housing","vacant housing","total number of housing","count",154747
"Gyeonggi-do",31,"Dongducheon-si",31080,2015,"housing","vacant housing","fraction","percent",8.1
"Gyeonggi-do",31,"Dongducheon-si",31080,2015,"housing","vacant housing","number of vacant housing","count",2850
"Gyeonggi-do",31,"Dongducheon-si",31080,2015,"housing","vacant housing","total number of housing","count",35335
"Gyeonggi-do",31,"Ansan-si",31090,2015,"housing","vacant housing","fraction","percent",5
"Gyeonggi-do",31,"Ansan-si",31090,2015,"housing","vacant housing","number of vacant housing","count",9691
"Gyeonggi-do",31,"Ansan-si",31090,2015,"housing","vacant housing","total number of housing","count",193386
"Gyeonggi-do",31,"Goyang-si",31100,2015,"housing","vacant housing","fraction","percent",2.3
"Gyeonggi-do",31,"Goyang-si",31100,2015,"housing","vacant housing","number of vacant housing","count",6639
"Gyeonggi-do",31,"Goyang-si",31100,2015,"housing","vacant housing","total number of housing","count",290999
"Gyeonggi-do",31,"Gwacheon-si",31110,2015,"housing","vacant housing","fraction","percent",1.1
"Gyeonggi-do",31,"Gwacheon-si",31110,2015,"housing","vacant housing","number of vacant housing","count",184
"Gyeonggi-do",31,"Gwacheon-si",31110,2015,"housing","vacant housing","total number of housing","count",16511
"Gyeonggi-do",31,"Guri-si",31120,2015,"housing","vacant housing","fraction","percent",0.5
"Gyeonggi-do",31,"Guri-si",31120,2015,"housing","vacant housing","number of vacant housing","count",253
"Gyeonggi-do",31,"Guri-si",31120,2015,"housing","vacant housing","total number of housing","count",48858
"Gyeonggi-do",31,"Namyangju-si",31130,2015,"housing","vacant housing","fraction","percent",3.9
"Gyeonggi-do",31,"Namyangju-si",31130,2015,"housing","vacant housing","number of vacant housing","count",7892
"Gyeonggi-do",31,"Namyangju-si",31130,2015,"housing","vacant housing","total number of housing","count",202097
"Gyeonggi-do",31,"Osan-si",31140,2015,"housing","vacant housing","fraction","percent",4
"Gyeonggi-do",31,"Osan-si",31140,2015,"housing","vacant housing","number of vacant housing","count",2536
"Gyeonggi-do",31,"Osan-si",31140,2015,"housing","vacant housing","total number of housing","count",64118
"Gyeonggi-do",31,"Siheung-si",31150,2015,"housing","vacant housing","fraction","percent",2.8
"Gyeonggi-do",31,"Siheung-si",31150,2015,"housing","vacant housing","number of vacant housing","count",3272
"Gyeonggi-do",31,"Siheung-si",31150,2015,"housing","vacant housing","total number of housing","count",118219
"Gyeonggi-do",31,"Gunpo-si",31160,2015,"housing","vacant housing","fraction","percent",1.8
"Gyeonggi-do",31,"Gunpo-si",31160,2015,"housing","vacant housing","number of vacant housing","count",1540
"Gyeonggi-do",31,"Gunpo-si",31160,2015,"housing","vacant housing","total number of housing","count",85654
"Gyeonggi-do",31,"Uiwang-si",31170,2015,"housing","vacant housing","fraction","percent",2.5
"Gyeonggi-do",31,"Uiwang-si",31170,2015,"housing","vacant housing","number of vacant housing","count",1164
"Gyeonggi-do",31,"Uiwang-si",31170,2015,"housing","vacant housing","total number of housing","count",47019
"Gyeonggi-do",31,"Hanam-si",31180,2015,"housing","vacant housing","fraction","percent",11.6
"Gyeonggi-do",31,"Hanam-si",31180,2015,"housing","vacant housing","number of vacant housing","count",5122
"Gyeonggi-do",31,"Hanam-si",31180,2015,"housing","vacant housing","total number of housing","count",44082
"Gyeonggi-do",31,"Yongin-si",31190,2015,"housing","vacant housing","fraction","percent",3.1
"Gyeonggi-do",31,"Yongin-si",31190,2015,"housing","vacant housing","number of vacant housing","count",9109
"Gyeonggi-do",31,"Yongin-si",31190,2015,"housing","vacant housing","total number of housing","count",292726
"Gyeonggi-do",31,"Paju-si",31200,2015,"housing","vacant housing","fraction","percent",3.5
"Gyeonggi-do",31,"Paju-si",31200,2015,"housing","vacant housing","number of vacant housing","count",4559
"Gyeonggi-do",31,"Paju-si",31200,2015,"housing","vacant housing","total number of housing","count",131982
"Gyeonggi-do",31,"Icheon-si",31210,2015,"housing","vacant housing","fraction","percent",5.9
"Gyeonggi-do",31,"Icheon-si",31210,2015,"housing","vacant housing","number of vacant housing","count",3856
"Gyeonggi-do",31,"Icheon-si",31210,2015,"housing","vacant housing","total number of housing","count",65323
"Gyeonggi-do",31,"Anseong-si",31220,2015,"housing","vacant housing","fraction","percent",5.4
"Gyeonggi-do",31,"Anseong-si",31220,2015,"housing","vacant housing","number of vacant housing","count",3297
"Gyeonggi-do",31,"Anseong-si",31220,2015,"housing","vacant housing","total number of housing","count",60865
"Gyeonggi-do",31,"Gimpo-si",31230,2015,"housing","vacant housing","fraction","percent",2
"Gyeonggi-do",31,"Gimpo-si",31230,2015,"housing","vacant housing","number of vacant housing","count",2204
"Gyeonggi-do",31,"Gimpo-si",31230,2015,"housing","vacant housing","total number of housing","count",109595
"Gyeonggi-do",31,"Hwaseong-si",31240,2015,"housing","vacant housing","fraction","percent",7.8
"Gyeonggi-do",31,"Hwaseong-si",31240,2015,"housing","vacant housing","number of vacant housing","count",14535
"Gyeonggi-do",31,"Hwaseong-si",31240,2015,"housing","vacant housing","total number of housing","count",186773
"Gyeonggi-do",31,"Gwangju-si",31250,2015,"housing","vacant housing","fraction","percent",4.5
"Gyeonggi-do",31,"Gwangju-si",31250,2015,"housing","vacant housing","number of vacant housing","count",4125
"Gyeonggi-do",31,"Gwangju-si",31250,2015,"housing","vacant housing","total number of housing","count",90789
"Gyeonggi-do",31,"Yangju-si",31260,2015,"housing","vacant housing","fraction","percent",2.7
"Gyeonggi-do",31,"Yangju-si",31260,2015,"housing","vacant housing","number of vacant housing","count",1761
"Gyeonggi-do",31,"Yangju-si",31260,2015,"housing","vacant housing","total number of housing","count",64710
"Gyeonggi-do",31,"Pocheon-si",31270,2015,"housing","vacant housing","fraction","percent",4.4
"Gyeonggi-do",31,"Pocheon-si",31270,2015,"housing","vacant housing","number of vacant housing","count",2143
"Gyeonggi-do",31,"Pocheon-si",31270,2015,"housing","vacant housing","total number of housing","count",49162
