"sggcd","year","type","class1","class2","unit","value"
"31240",2020,"population","fertility","25-29","births per 1000",49.9
"31250",2010,"population","fertility","25-29","births per 1000",93
"31250",2015,"population","fertility","25-29","births per 1000",86
"31250",2020,"population","fertility","25-29","births per 1000",40.2
"31260",2010,"population","fertility","25-29","births per 1000",109.5
"31260",2015,"population","fertility","25-29","births per 1000",81
"31260",2020,"population","fertility","25-29","births per 1000",50.4
"31270",2010,"population","fertility","25-29","births per 1000",96.3
"31270",2015,"population","fertility","25-29","births per 1000",92.1
"31270",2020,"population","fertility","25-29","births per 1000",38.2
"31280",2010,"population","fertility","25-29","births per 1000",NA
"31280",2015,"population","fertility","25-29","births per 1000",83.6
"31280",2020,"population","fertility","25-29","births per 1000",56.8
"31310",2010,"population","fertility","25-29","births per 1000",NA
"31310",2015,"population","fertility","25-29","births per 1000",NA
"31310",2020,"population","fertility","25-29","births per 1000",NA
"31320",2010,"population","fertility","25-29","births per 1000",99.2
"31320",2015,"population","fertility","25-29","births per 1000",NA
"31320",2020,"population","fertility","25-29","births per 1000",NA
"31330",2010,"population","fertility","25-29","births per 1000",NA
"31330",2015,"population","fertility","25-29","births per 1000",NA
"31330",2020,"population","fertility","25-29","births per 1000",NA
"31340",2010,"population","fertility","25-29","births per 1000",NA
"31340",2015,"population","fertility","25-29","births per 1000",NA
"31340",2020,"population","fertility","25-29","births per 1000",NA
"31350",2010,"population","fertility","25-29","births per 1000",108.7
"31350",2015,"population","fertility","25-29","births per 1000",117
"31350",2020,"population","fertility","25-29","births per 1000",86.4
"31360",2010,"population","fertility","25-29","births per 1000",NA
"31360",2015,"population","fertility","25-29","births per 1000",NA
"31360",2020,"population","fertility","25-29","births per 1000",NA
"31370",2010,"population","fertility","25-29","births per 1000",90.8
"31370",2015,"population","fertility","25-29","births per 1000",83.9
"31370",2020,"population","fertility","25-29","births per 1000",53.2
"31380",2010,"population","fertility","25-29","births per 1000",87.5
"31380",2015,"population","fertility","25-29","births per 1000",69.6
"31380",2020,"population","fertility","25-29","births per 1000",40.1
"32010",2010,"population","fertility","25-29","births per 1000",85.6
"32010",2015,"population","fertility","25-29","births per 1000",67.5
"32010",2020,"population","fertility","25-29","births per 1000",41.3
"32020",2010,"population","fertility","25-29","births per 1000",98.4
"32020",2015,"population","fertility","25-29","births per 1000",72.2
"32020",2020,"population","fertility","25-29","births per 1000",43.9
"32030",2010,"population","fertility","25-29","births per 1000",84
"32030",2015,"population","fertility","25-29","births per 1000",70.1
"32030",2020,"population","fertility","25-29","births per 1000",44.3
"32040",2010,"population","fertility","25-29","births per 1000",95.8
"32040",2015,"population","fertility","25-29","births per 1000",74.5
"32040",2020,"population","fertility","25-29","births per 1000",54.6
"32050",2010,"population","fertility","25-29","births per 1000",103.7
"32050",2015,"population","fertility","25-29","births per 1000",78.5
"32050",2020,"population","fertility","25-29","births per 1000",42.5
"32060",2010,"population","fertility","25-29","births per 1000",94.6
"32060",2015,"population","fertility","25-29","births per 1000",96.5
"32060",2020,"population","fertility","25-29","births per 1000",57.4
"32070",2010,"population","fertility","25-29","births per 1000",87.1
"32070",2015,"population","fertility","25-29","births per 1000",69.4
"32070",2020,"population","fertility","25-29","births per 1000",68.6
"32310",2010,"population","fertility","25-29","births per 1000",102
"32310",2015,"population","fertility","25-29","births per 1000",92.8
"32310",2020,"population","fertility","25-29","births per 1000",65.2
"32320",2010,"population","fertility","25-29","births per 1000",99.8
"32320",2015,"population","fertility","25-29","births per 1000",58.5
"32320",2020,"population","fertility","25-29","births per 1000",53.5
"32330",2010,"population","fertility","25-29","births per 1000",79.6
"32330",2015,"population","fertility","25-29","births per 1000",63.4
"32330",2020,"population","fertility","25-29","births per 1000",35.1
"32340",2010,"population","fertility","25-29","births per 1000",99
"32340",2015,"population","fertility","25-29","births per 1000",63.6
"32340",2020,"population","fertility","25-29","births per 1000",38.1
"32350",2010,"population","fertility","25-29","births per 1000",76.4
"32350",2015,"population","fertility","25-29","births per 1000",61.9
"32350",2020,"population","fertility","25-29","births per 1000",38.2
"32360",2010,"population","fertility","25-29","births per 1000",151.4
"32360",2015,"population","fertility","25-29","births per 1000",132.9
"32360",2020,"population","fertility","25-29","births per 1000",115.1
"32370",2010,"population","fertility","25-29","births per 1000",163.8
"32370",2015,"population","fertility","25-29","births per 1000",144.2
"32370",2020,"population","fertility","25-29","births per 1000",100.8
"32380",2010,"population","fertility","25-29","births per 1000",130.1
"32380",2015,"population","fertility","25-29","births per 1000",102.2
"32380",2020,"population","fertility","25-29","births per 1000",105.2
"32390",2010,"population","fertility","25-29","births per 1000",187.3
"32390",2015,"population","fertility","25-29","births per 1000",152.1
"32390",2020,"population","fertility","25-29","births per 1000",106.3
"32400",2010,"population","fertility","25-29","births per 1000",77.8
"32400",2015,"population","fertility","25-29","births per 1000",73.8
"32400",2020,"population","fertility","25-29","births per 1000",38.2
"32410",2010,"population","fertility","25-29","births per 1000",95.8
"32410",2015,"population","fertility","25-29","births per 1000",71.2
"32410",2020,"population","fertility","25-29","births per 1000",45.6
"33010",2010,"population","fertility","25-29","births per 1000",99.8
"33010",2015,"population","fertility","25-29","births per 1000",NA
"33010",2020,"population","fertility","25-29","births per 1000",NA
"33011",2010,"population","fertility","25-29","births per 1000",94.6
"33011",2015,"population","fertility","25-29","births per 1000",NA
"33011",2020,"population","fertility","25-29","births per 1000",NA
"33012",2010,"population","fertility","25-29","births per 1000",102.5
"33012",2015,"population","fertility","25-29","births per 1000",NA
"33012",2020,"population","fertility","25-29","births per 1000",NA
"33020",2010,"population","fertility","25-29","births per 1000",101.4
"33020",2015,"population","fertility","25-29","births per 1000",72.8
"33020",2020,"population","fertility","25-29","births per 1000",53.1
"33030",2010,"population","fertility","25-29","births per 1000",88.6
"33030",2015,"population","fertility","25-29","births per 1000",85.4
"33030",2020,"population","fertility","25-29","births per 1000",43.6
"33040",2010,"population","fertility","25-29","births per 1000",NA
"33040",2015,"population","fertility","25-29","births per 1000",90.4
"33040",2020,"population","fertility","25-29","births per 1000",42.5
"33041",2010,"population","fertility","25-29","births per 1000",NA
"33041",2015,"population","fertility","25-29","births per 1000",82.4
"33041",2020,"population","fertility","25-29","births per 1000",42.1
"33042",2010,"population","fertility","25-29","births per 1000",NA
"33042",2015,"population","fertility","25-29","births per 1000",79.6
"33042",2020,"population","fertility","25-29","births per 1000",30.1
"33043",2010,"population","fertility","25-29","births per 1000",NA
"33043",2015,"population","fertility","25-29","births per 1000",88.2
"33043",2020,"population","fertility","25-29","births per 1000",42.2
"33044",2010,"population","fertility","25-29","births per 1000",NA
"33044",2015,"population","fertility","25-29","births per 1000",113.3
"33044",2020,"population","fertility","25-29","births per 1000",55.9
"33310",2010,"population","fertility","25-29","births per 1000",134.5
"33310",2015,"population","fertility","25-29","births per 1000",NA
"33310",2020,"population","fertility","25-29","births per 1000",NA
"33320",2010,"population","fertility","25-29","births per 1000",108.4
"33320",2015,"population","fertility","25-29","births per 1000",85.1
"33320",2020,"population","fertility","25-29","births per 1000",57.9
"33330",2010,"population","fertility","25-29","births per 1000",83.6
"33330",2015,"population","fertility","25-29","births per 1000",75.5
"33330",2020,"population","fertility","25-29","births per 1000",59
"33340",2010,"population","fertility","25-29","births per 1000",108.4
"33340",2015,"population","fertility","25-29","births per 1000",66
"33340",2020,"population","fertility","25-29","births per 1000",63.8
"33350",2010,"population","fertility","25-29","births per 1000",132.6
"33350",2015,"population","fertility","25-29","births per 1000",114.1
"33350",2020,"population","fertility","25-29","births per 1000",68
"33360",2010,"population","fertility","25-29","births per 1000",79.3
"33360",2015,"population","fertility","25-29","births per 1000",58.7
"33360",2020,"population","fertility","25-29","births per 1000",39.1
"33370",2010,"population","fertility","25-29","births per 1000",113.6
"33370",2015,"population","fertility","25-29","births per 1000",102
"33370",2020,"population","fertility","25-29","births per 1000",41.3
"33380",2010,"population","fertility","25-29","births per 1000",85.3
"33380",2015,"population","fertility","25-29","births per 1000",78.3
"33380",2020,"population","fertility","25-29","births per 1000",34.5
"33390",2010,"population","fertility","25-29","births per 1000",136.8
"33390",2015,"population","fertility","25-29","births per 1000",129.4
"33390",2020,"population","fertility","25-29","births per 1000",63.5
"34010",2010,"population","fertility","25-29","births per 1000",109.3
"34010",2015,"population","fertility","25-29","births per 1000",89.3
"34010",2020,"population","fertility","25-29","births per 1000",47.6
"34011",2010,"population","fertility","25-29","births per 1000",104.7
"34011",2015,"population","fertility","25-29","births per 1000",83.1
"34011",2020,"population","fertility","25-29","births per 1000",41.4
"34012",2010,"population","fertility","25-29","births per 1000",112.7
"34012",2015,"population","fertility","25-29","births per 1000",93.1
"34012",2020,"population","fertility","25-29","births per 1000",50.8
"34020",2010,"population","fertility","25-29","births per 1000",88.7
"34020",2015,"population","fertility","25-29","births per 1000",63.4
"34020",2020,"population","fertility","25-29","births per 1000",42.7
"34030",2010,"population","fertility","25-29","births per 1000",113.9
"34030",2015,"population","fertility","25-29","births per 1000",83.8
"34030",2020,"population","fertility","25-29","births per 1000",53.2
"34040",2010,"population","fertility","25-29","births per 1000",149
"34040",2015,"population","fertility","25-29","births per 1000",123.2
"34040",2020,"population","fertility","25-29","births per 1000",52.6
"34050",2010,"population","fertility","25-29","births per 1000",142.3
"34050",2015,"population","fertility","25-29","births per 1000",127.1
"34050",2020,"population","fertility","25-29","births per 1000",73.8
"34060",2010,"population","fertility","25-29","births per 1000",99.6
"34060",2015,"population","fertility","25-29","births per 1000",92.1
"34060",2020,"population","fertility","25-29","births per 1000",45.3
"34070",2010,"population","fertility","25-29","births per 1000",111.3
"34070",2015,"population","fertility","25-29","births per 1000",70.1
"34070",2020,"population","fertility","25-29","births per 1000",42.3
"34080",2010,"population","fertility","25-29","births per 1000",NA
"34080",2015,"population","fertility","25-29","births per 1000",142.3
"34080",2020,"population","fertility","25-29","births per 1000",78.6
"34310",2010,"population","fertility","25-29","births per 1000",121.7
"34310",2015,"population","fertility","25-29","births per 1000",75.5
"34310",2020,"population","fertility","25-29","births per 1000",46.2
"34320",2010,"population","fertility","25-29","births per 1000",142.3
"34320",2015,"population","fertility","25-29","births per 1000",NA
"34320",2020,"population","fertility","25-29","births per 1000",NA
"34330",2010,"population","fertility","25-29","births per 1000",82.8
"34330",2015,"population","fertility","25-29","births per 1000",69.7
"34330",2020,"population","fertility","25-29","births per 1000",38.5
"34340",2010,"population","fertility","25-29","births per 1000",105
"34340",2015,"population","fertility","25-29","births per 1000",62.7
"34340",2020,"population","fertility","25-29","births per 1000",47.8
"34350",2010,"population","fertility","25-29","births per 1000",121.3
"34350",2015,"population","fertility","25-29","births per 1000",91.3
"34350",2020,"population","fertility","25-29","births per 1000",29.9
"34360",2010,"population","fertility","25-29","births per 1000",94.8
"34360",2015,"population","fertility","25-29","births per 1000",82.8
"34360",2020,"population","fertility","25-29","births per 1000",63.7
"34370",2010,"population","fertility","25-29","births per 1000",84.3
"34370",2015,"population","fertility","25-29","births per 1000",65.1
"34370",2020,"population","fertility","25-29","births per 1000",36.8
"34380",2010,"population","fertility","25-29","births per 1000",107
"34380",2015,"population","fertility","25-29","births per 1000",81.6
"34380",2020,"population","fertility","25-29","births per 1000",49.5
"34390",2010,"population","fertility","25-29","births per 1000",119.3
"34390",2015,"population","fertility","25-29","births per 1000",NA
"34390",2020,"population","fertility","25-29","births per 1000",NA
"35010",2010,"population","fertility","25-29","births per 1000",87.6
"35010",2015,"population","fertility","25-29","births per 1000",69.6
"35010",2020,"population","fertility","25-29","births per 1000",33.3
"35011",2010,"population","fertility","25-29","births per 1000",80.8
"35011",2015,"population","fertility","25-29","births per 1000",65.3
"35011",2020,"population","fertility","25-29","births per 1000",29.7
"35012",2010,"population","fertility","25-29","births per 1000",95.5
"35012",2015,"population","fertility","25-29","births per 1000",75
"35012",2020,"population","fertility","25-29","births per 1000",37.5
"35020",2010,"population","fertility","25-29","births per 1000",108.2
"35020",2015,"population","fertility","25-29","births per 1000",96.4
"35020",2020,"population","fertility","25-29","births per 1000",49.2
"35030",2010,"population","fertility","25-29","births per 1000",102.2
"35030",2015,"population","fertility","25-29","births per 1000",81.6
"35030",2020,"population","fertility","25-29","births per 1000",42.3
"35040",2010,"population","fertility","25-29","births per 1000",91.3
"35040",2015,"population","fertility","25-29","births per 1000",72.8
"35040",2020,"population","fertility","25-29","births per 1000",37.5
"35050",2010,"population","fertility","25-29","births per 1000",89.6
"35050",2015,"population","fertility","25-29","births per 1000",85
"35050",2020,"population","fertility","25-29","births per 1000",57.8
"35060",2010,"population","fertility","25-29","births per 1000",98.9
"35060",2015,"population","fertility","25-29","births per 1000",66.6
"35060",2020,"population","fertility","25-29","births per 1000",38.2
"35310",2010,"population","fertility","25-29","births per 1000",138.7
"35310",2015,"population","fertility","25-29","births per 1000",105.3
"35310",2020,"population","fertility","25-29","births per 1000",37.7
"35320",2010,"population","fertility","25-29","births per 1000",176.7
"35320",2015,"population","fertility","25-29","births per 1000",83.9
"35320",2020,"population","fertility","25-29","births per 1000",65.6
"35330",2010,"population","fertility","25-29","births per 1000",100.2
"35330",2015,"population","fertility","25-29","births per 1000",82.8
"35330",2020,"population","fertility","25-29","births per 1000",60.2
"35340",2010,"population","fertility","25-29","births per 1000",134.2
"35340",2015,"population","fertility","25-29","births per 1000",59.7
"35340",2020,"population","fertility","25-29","births per 1000",59.7
"35350",2010,"population","fertility","25-29","births per 1000",131.5
"35350",2015,"population","fertility","25-29","births per 1000",87.5
"35350",2020,"population","fertility","25-29","births per 1000",58.4
"35360",2010,"population","fertility","25-29","births per 1000",124.1
"35360",2015,"population","fertility","25-29","births per 1000",75.3
"35360",2020,"population","fertility","25-29","births per 1000",69.9
"35370",2010,"population","fertility","25-29","births per 1000",95.4
"35370",2015,"population","fertility","25-29","births per 1000",70
"35370",2020,"population","fertility","25-29","births per 1000",52.2
"35380",2010,"population","fertility","25-29","births per 1000",74.6
"35380",2015,"population","fertility","25-29","births per 1000",60.5
"35380",2020,"population","fertility","25-29","births per 1000",48.5
"36010",2010,"population","fertility","25-29","births per 1000",98.9
"36010",2015,"population","fertility","25-29","births per 1000",79.3
"36010",2020,"population","fertility","25-29","births per 1000",37.6
"36020",2010,"population","fertility","25-29","births per 1000",102.3
"36020",2015,"population","fertility","25-29","births per 1000",93.9
"36020",2020,"population","fertility","25-29","births per 1000",49.6
"36030",2010,"population","fertility","25-29","births per 1000",93.5
"36030",2015,"population","fertility","25-29","births per 1000",81.4
"36030",2020,"population","fertility","25-29","births per 1000",49.4
"36040",2010,"population","fertility","25-29","births per 1000",96.3
"36040",2015,"population","fertility","25-29","births per 1000",92.5
"36040",2020,"population","fertility","25-29","births per 1000",48.2
"36060",2010,"population","fertility","25-29","births per 1000",166.8
"36060",2015,"population","fertility","25-29","births per 1000",127.9
"36060",2020,"population","fertility","25-29","births per 1000",64.3
"36310",2010,"population","fertility","25-29","births per 1000",102.1
"36310",2015,"population","fertility","25-29","births per 1000",79.6
"36310",2020,"population","fertility","25-29","births per 1000",51.5
"36320",2010,"population","fertility","25-29","births per 1000",95.7
"36320",2015,"population","fertility","25-29","births per 1000",51.8
"36320",2020,"population","fertility","25-29","births per 1000",31.3
"36330",2010,"population","fertility","25-29","births per 1000",79.2
"36330",2015,"population","fertility","25-29","births per 1000",77.2
"36330",2020,"population","fertility","25-29","births per 1000",36.6
"36350",2010,"population","fertility","25-29","births per 1000",98
"36350",2015,"population","fertility","25-29","births per 1000",62.6
"36350",2020,"population","fertility","25-29","births per 1000",69.3
"36360",2010,"population","fertility","25-29","births per 1000",146.7
"36360",2015,"population","fertility","25-29","births per 1000",89.5
"36360",2020,"population","fertility","25-29","births per 1000",57.2
"36370",2010,"population","fertility","25-29","births per 1000",99.6
"36370",2015,"population","fertility","25-29","births per 1000",68
"36370",2020,"population","fertility","25-29","births per 1000",46.1
"36380",2010,"population","fertility","25-29","births per 1000",89.8
"36380",2015,"population","fertility","25-29","births per 1000",61.8
"36380",2020,"population","fertility","25-29","births per 1000",78.2
"36390",2010,"population","fertility","25-29","births per 1000",164.8
"36390",2015,"population","fertility","25-29","births per 1000",103.8
"36390",2020,"population","fertility","25-29","births per 1000",48.3
"36400",2010,"population","fertility","25-29","births per 1000",121
"36400",2015,"population","fertility","25-29","births per 1000",133
"36400",2020,"population","fertility","25-29","births per 1000",72.9
"36410",2010,"population","fertility","25-29","births per 1000",180.2
"36410",2015,"population","fertility","25-29","births per 1000",130.9
"36410",2020,"population","fertility","25-29","births per 1000",79.8
"36420",2010,"population","fertility","25-29","births per 1000",136.2
"36420",2015,"population","fertility","25-29","births per 1000",100.7
"36420",2020,"population","fertility","25-29","births per 1000",50.4
"36430",2010,"population","fertility","25-29","births per 1000",106
"36430",2015,"population","fertility","25-29","births per 1000",81.3
"36430",2020,"population","fertility","25-29","births per 1000",46.3
"36440",2010,"population","fertility","25-29","births per 1000",115.8
"36440",2015,"population","fertility","25-29","births per 1000",77.5
"36440",2020,"population","fertility","25-29","births per 1000",116.3
"36450",2010,"population","fertility","25-29","births per 1000",124.5
"36450",2015,"population","fertility","25-29","births per 1000",116.6
"36450",2020,"population","fertility","25-29","births per 1000",75.4
"36460",2010,"population","fertility","25-29","births per 1000",141.9
"36460",2015,"population","fertility","25-29","births per 1000",122.9
"36460",2020,"population","fertility","25-29","births per 1000",68.6
"36470",2010,"population","fertility","25-29","births per 1000",99.1
"36470",2015,"population","fertility","25-29","births per 1000",101.3
"36470",2020,"population","fertility","25-29","births per 1000",64.4
"36480",2010,"population","fertility","25-29","births per 1000",99.9
"36480",2015,"population","fertility","25-29","births per 1000",85.6
"36480",2020,"population","fertility","25-29","births per 1000",55.4
"37010",2010,"population","fertility","25-29","births per 1000",98.5
"37010",2015,"population","fertility","25-29","births per 1000",87.6
"37010",2020,"population","fertility","25-29","births per 1000",46.3
"37011",2010,"population","fertility","25-29","births per 1000",101.4
"37011",2015,"population","fertility","25-29","births per 1000",96.5
"37011",2020,"population","fertility","25-29","births per 1000",46.1
"37012",2010,"population","fertility","25-29","births per 1000",95.4
"37012",2015,"population","fertility","25-29","births per 1000",79.3
"37012",2020,"population","fertility","25-29","births per 1000",46.5
"37020",2010,"population","fertility","25-29","births per 1000",87.2
"37020",2015,"population","fertility","25-29","births per 1000",73.2
"37020",2020,"population","fertility","25-29","births per 1000",45.7
"37030",2010,"population","fertility","25-29","births per 1000",105.9
"37030",2015,"population","fertility","25-29","births per 1000",87.7
"37030",2020,"population","fertility","25-29","births per 1000",56.3
"37040",2010,"population","fertility","25-29","births per 1000",112.6
"37040",2015,"population","fertility","25-29","births per 1000",88.5
"37040",2020,"population","fertility","25-29","births per 1000",45.7
"37050",2010,"population","fertility","25-29","births per 1000",109.4
"37050",2015,"population","fertility","25-29","births per 1000",95.5
"37050",2020,"population","fertility","25-29","births per 1000",51.8
"37060",2010,"population","fertility","25-29","births per 1000",93
"37060",2015,"population","fertility","25-29","births per 1000",78.1
"37060",2020,"population","fertility","25-29","births per 1000",54.5
"37070",2010,"population","fertility","25-29","births per 1000",102.8
"37070",2015,"population","fertility","25-29","births per 1000",91.6
"37070",2020,"population","fertility","25-29","births per 1000",48.3
"37080",2010,"population","fertility","25-29","births per 1000",98.2
"37080",2015,"population","fertility","25-29","births per 1000",78.5
"37080",2020,"population","fertility","25-29","births per 1000",51.4
"37090",2010,"population","fertility","25-29","births per 1000",90.5
"37090",2015,"population","fertility","25-29","births per 1000",89.4
"37090",2020,"population","fertility","25-29","births per 1000",54.7
"37100",2010,"population","fertility","25-29","births per 1000",93.4
"37100",2015,"population","fertility","25-29","births per 1000",80.5
"37100",2020,"population","fertility","25-29","births per 1000",37.2
"37310",2010,"population","fertility","25-29","births per 1000",67.1
"37310",2015,"population","fertility","25-29","births per 1000",61.3
"37310",2020,"population","fertility","25-29","births per 1000",45.1
"37320",2010,"population","fertility","25-29","births per 1000",95.5
"37320",2015,"population","fertility","25-29","births per 1000",62.5
"37320",2020,"population","fertility","25-29","births per 1000",63.1
"37330",2010,"population","fertility","25-29","births per 1000",66
"37330",2015,"population","fertility","25-29","births per 1000",68.6
"37330",2020,"population","fertility","25-29","births per 1000",28.3
"37340",2010,"population","fertility","25-29","births per 1000",86
"37340",2015,"population","fertility","25-29","births per 1000",102.8
"37340",2020,"population","fertility","25-29","births per 1000",62.2
"37350",2010,"population","fertility","25-29","births per 1000",90.8
"37350",2015,"population","fertility","25-29","births per 1000",74.5
"37350",2020,"population","fertility","25-29","births per 1000",69.7
"37360",2010,"population","fertility","25-29","births per 1000",61.4
"37360",2015,"population","fertility","25-29","births per 1000",47.9
"37360",2020,"population","fertility","25-29","births per 1000",41.5
"37370",2010,"population","fertility","25-29","births per 1000",110.1
"37370",2015,"population","fertility","25-29","births per 1000",89.8
"37370",2020,"population","fertility","25-29","births per 1000",33.7
"37380",2010,"population","fertility","25-29","births per 1000",79.5
"37380",2015,"population","fertility","25-29","births per 1000",77.2
"37380",2020,"population","fertility","25-29","births per 1000",44.1
"37390",2010,"population","fertility","25-29","births per 1000",152.7
"37390",2015,"population","fertility","25-29","births per 1000",112.2
"37390",2020,"population","fertility","25-29","births per 1000",32.8
"37400",2010,"population","fertility","25-29","births per 1000",82.6
"37400",2015,"population","fertility","25-29","births per 1000",93.4
"37400",2020,"population","fertility","25-29","births per 1000",85.2
"37410",2010,"population","fertility","25-29","births per 1000",128
"37410",2015,"population","fertility","25-29","births per 1000",91.8
"37410",2020,"population","fertility","25-29","births per 1000",43
"37420",2010,"population","fertility","25-29","births per 1000",91.6
"37420",2015,"population","fertility","25-29","births per 1000",92
"37420",2020,"population","fertility","25-29","births per 1000",59.9
"37430",2010,"population","fertility","25-29","births per 1000",50.5
"37430",2015,"population","fertility","25-29","births per 1000",74.4
"37430",2020,"population","fertility","25-29","births per 1000",34.4
"38010",2010,"population","fertility","25-29","births per 1000",NA
"38010",2015,"population","fertility","25-29","births per 1000",NA
"38010",2020,"population","fertility","25-29","births per 1000",NA
"38020",2010,"population","fertility","25-29","births per 1000",NA
"38020",2015,"population","fertility","25-29","births per 1000",NA
"38020",2020,"population","fertility","25-29","births per 1000",NA
"38021",2010,"population","fertility","25-29","births per 1000",NA
"38021",2015,"population","fertility","25-29","births per 1000",NA
"38021",2020,"population","fertility","25-29","births per 1000",NA
"38022",2010,"population","fertility","25-29","births per 1000",NA
"38022",2015,"population","fertility","25-29","births per 1000",NA
"38022",2020,"population","fertility","25-29","births per 1000",NA
"38030",2010,"population","fertility","25-29","births per 1000",88.1
"38030",2015,"population","fertility","25-29","births per 1000",73
"38030",2020,"population","fertility","25-29","births per 1000",40.2
"38040",2010,"population","fertility","25-29","births per 1000",NA
"38040",2015,"population","fertility","25-29","births per 1000",NA
"38040",2020,"population","fertility","25-29","births per 1000",NA
"38050",2010,"population","fertility","25-29","births per 1000",126.3
"38050",2015,"population","fertility","25-29","births per 1000",93.1
"38050",2020,"population","fertility","25-29","births per 1000",34.8
"38060",2010,"population","fertility","25-29","births per 1000",110.1
"38060",2015,"population","fertility","25-29","births per 1000",101.5
"38060",2020,"population","fertility","25-29","births per 1000",60.1
"38070",2010,"population","fertility","25-29","births per 1000",115.2
"38070",2015,"population","fertility","25-29","births per 1000",88.7
"38070",2020,"population","fertility","25-29","births per 1000",43.2
"38080",2010,"population","fertility","25-29","births per 1000",69.4
"38080",2015,"population","fertility","25-29","births per 1000",65.8
"38080",2020,"population","fertility","25-29","births per 1000",42.3
"38090",2010,"population","fertility","25-29","births per 1000",165.3
"38090",2015,"population","fertility","25-29","births per 1000",138.2
"38090",2020,"population","fertility","25-29","births per 1000",56.1
"38100",2010,"population","fertility","25-29","births per 1000",105.7
"38100",2015,"population","fertility","25-29","births per 1000",81.8
"38100",2020,"population","fertility","25-29","births per 1000",45.5
"38110",2010,"population","fertility","25-29","births per 1000",96.9
"38110",2015,"population","fertility","25-29","births per 1000",74.3
"38110",2020,"population","fertility","25-29","births per 1000",38.4
"38111",2010,"population","fertility","25-29","births per 1000",87.5
"38111",2015,"population","fertility","25-29","births per 1000",72.3
"38111",2020,"population","fertility","25-29","births per 1000",35.9
"38112",2010,"population","fertility","25-29","births per 1000",109.6
"38112",2015,"population","fertility","25-29","births per 1000",71.3
"38112",2020,"population","fertility","25-29","births per 1000",33.4
"38113",2010,"population","fertility","25-29","births per 1000",71.4
"38113",2015,"population","fertility","25-29","births per 1000",62.5
"38113",2020,"population","fertility","25-29","births per 1000",31.6
"38114",2010,"population","fertility","25-29","births per 1000",76.1
"38114",2015,"population","fertility","25-29","births per 1000",65.7
"38114",2020,"population","fertility","25-29","births per 1000",33.9
"38115",2010,"population","fertility","25-29","births per 1000",146.1
"38115",2015,"population","fertility","25-29","births per 1000",104.7
"38115",2020,"population","fertility","25-29","births per 1000",62.3
"38310",2010,"population","fertility","25-29","births per 1000",116.5
"38310",2015,"population","fertility","25-29","births per 1000",87.3
"38310",2020,"population","fertility","25-29","births per 1000",47.3
"38320",2010,"population","fertility","25-29","births per 1000",100.7
"38320",2015,"population","fertility","25-29","births per 1000",75.5
"38320",2020,"population","fertility","25-29","births per 1000",38.8
"38330",2010,"population","fertility","25-29","births per 1000",79.6
"38330",2015,"population","fertility","25-29","births per 1000",84.8
"38330",2020,"population","fertility","25-29","births per 1000",55.1
"38340",2010,"population","fertility","25-29","births per 1000",111.1
"38340",2015,"population","fertility","25-29","births per 1000",63.9
"38340",2020,"population","fertility","25-29","births per 1000",45.4
"38350",2010,"population","fertility","25-29","births per 1000",80.8
"38350",2015,"population","fertility","25-29","births per 1000",64
"38350",2020,"population","fertility","25-29","births per 1000",31.2
"38360",2010,"population","fertility","25-29","births per 1000",86.7
"38360",2015,"population","fertility","25-29","births per 1000",60.6
"38360",2020,"population","fertility","25-29","births per 1000",43.8
"38370",2010,"population","fertility","25-29","births per 1000",100
"38370",2015,"population","fertility","25-29","births per 1000",99.7
"38370",2020,"population","fertility","25-29","births per 1000",33.4
"38380",2010,"population","fertility","25-29","births per 1000",106.7
"38380",2015,"population","fertility","25-29","births per 1000",87.3
"38380",2020,"population","fertility","25-29","births per 1000",28.4
"38390",2010,"population","fertility","25-29","births per 1000",94.2
"38390",2015,"population","fertility","25-29","births per 1000",69.3
"38390",2020,"population","fertility","25-29","births per 1000",54.8
"38400",2010,"population","fertility","25-29","births per 1000",69.4
"38400",2015,"population","fertility","25-29","births per 1000",53.9
"38400",2020,"population","fertility","25-29","births per 1000",44.2
"39010",2010,"population","fertility","25-29","births per 1000",94.6
"39010",2015,"population","fertility","25-29","births per 1000",83.1
"39010",2020,"population","fertility","25-29","births per 1000",42.8
"39020",2010,"population","fertility","25-29","births per 1000",102.3
"39020",2015,"population","fertility","25-29","births per 1000",66.9
"39020",2020,"population","fertility","25-29","births per 1000",42.1
"39310",2010,"population","fertility","25-29","births per 1000",NA
"39310",2015,"population","fertility","25-29","births per 1000",NA
"39310",2020,"population","fertility","25-29","births per 1000",NA
"39320",2010,"population","fertility","25-29","births per 1000",NA
"39320",2015,"population","fertility","25-29","births per 1000",NA
"39320",2020,"population","fertility","25-29","births per 1000",NA
"23090",2020,"population","fertility","25-29","births per 1000",31.6
"11010",2010,"population","fertility","30-34","births per 1000",86.1
"11010",2015,"population","fertility","30-34","births per 1000",79.9
"11010",2020,"population","fertility","30-34","births per 1000",45.7
"11020",2010,"population","fertility","30-34","births per 1000",104.9
"11020",2015,"population","fertility","30-34","births per 1000",93
"11020",2020,"population","fertility","30-34","births per 1000",62
"11030",2010,"population","fertility","30-34","births per 1000",95.3
"11030",2015,"population","fertility","30-34","births per 1000",101
"11030",2020,"population","fertility","30-34","births per 1000",56.3
"11040",2010,"population","fertility","30-34","births per 1000",107.3
"11040",2015,"population","fertility","30-34","births per 1000",109.9
"11040",2020,"population","fertility","30-34","births per 1000",77.1
